company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
Eguana Technologies Inc.,EGT,Powering the Future,7.5,150,To revolutionize energy storage solutions for a sustainable future.,Calgary,Calgary,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Efficiency,Research & Development; Product Prototyping,Developing advanced battery technologies for renewable energy storage.,Smart Home Energy Management; Grid Stabilization Solutions,Renewable Energy; Energy Storage; Smart Grid Technologies,Growing demand for clean energy solutions; Technological advancements in battery storage,Government regulations on renewable energy incentives; Market acceptance of new technologies,University of Calgary Engineering Program; Alberta Institute of Technology Research Fund,0.8751,1.699,12.0,5.2,3,0.0,2023-10-26T08:30:00Z
"Axim Biotechnologies, Inc.",AXIM,Innovating Healthcare Solutions,$10 million,150,To revolutionize healthcare through cutting-edge biotechnologies.,San Diego,San Diego,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Ethics,Drug Development; Clinical Trials,Developing novel treatments for rare diseases,Precision Medicine; Gene Therapy,Biotechnology; Healthcare; Research,Strong market demand for innovative healthcare solutions,Regulatory approvals; Funding,Scholarship Programs; Research Grants,7.0,8.5,12.5,2.3,5,10.5,2022-10-31T08:00:00Z
"Beyond Commerce, Inc.",BYOC,Empowering Business Growth,7.5,150,To provide innovative solutions for businesses to thrive in the digital age.,Las Vegas,Las Vegas,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Customer-centricity; Collaboration,Market Research; Product Development,Continuous improvement through data-driven insights,Digital Marketing Strategy; E-commerce Optimization,Technology Integration; Customer Experience Enhancement,Stable market conditions; Sufficient funding,Technological advancements; Market trends,Local Business School Scholarship Fund; STEM Education Grant,0.8751,1.699,12.0,8.0,3,2.5,2023-10-26T08:30:15Z
Blonder Tongue Laboratories Inc,BDR,Innovating the Future of Communication,7.5,150,To provide innovative communication solutions for a connected world.,Old Bridge,Old Bridge,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Testing,Exploring new technologies for enhanced communication services.,Next-Gen Broadcasting; Fiber Optic Network Expansion,Telecommunication; Broadcasting; Networking,Stable market demand; Competitive pricing strategy,Supplier partnerships; Regulatory compliance,STEM Scholarships; Research Grants,0.8751,1.699,8.0,5.0,12,30.5,2022-01-28T08:00:00Z
Worldwide Nft Inc.,WNFT,Empowering the future of digital ownership,8.5,500,To revolutionize the concept of ownership through blockchain technology,San Francisco,San Francisco,Alice Johnson,Alice Johnson (CEO); David Smith (CTO),Transparency; Innovation; Community,NFT marketplace development; Blockchain integration,Exploring tokenization of real-world assets,NFT art gallery platform; Digital collectibles marketplace,Blockchain technology; Digital ownership; Tokenization,Growing interest in NFTs; Increased adoption of blockchain,Regulatory environment; Market trends,Scholarship programs; Research grants,0.9294,1.301,12.0,5.2,3,0.0,2023-10-20T08:00:00Z
"Transportation & Logistics Systems, Inc.",TLS,Efficient Solutions for Seamless Transportation,8.5,1200,To provide innovative and reliable transportation and logistics solutions to enhance global supply chains.,San Francisco,San Francisco,John Smith,John Smith (CEO); Emily Johnson (CFO),Efficiency; Reliability; Innovation,Automation; Data Analytics; Sustainability,Implementing AI-driven route optimization for fleet management.,Blockchain Integration for Supply Chain Transparency; Predictive Maintenance for Vehicles,Supply Chain Optimization; Last-Mile Delivery Solutions; Inventory Management,Increasing demand for e-commerce logistics; Growing need for sustainable transportation solutions,Integration with third-party logistics providers; Regulatory compliance in different regions,Scholarship programs for logistics students; Research grants for transportation studies,0.9294,1.1761,12.0,8.5,3,0.0,2023-10-26T08:30:45Z
"Syros Pharmaceuticals, Inc.",SYRS,Revolutionizing Gene Control,7.5,200,To pioneer the understanding of the non-coding genome to develop new therapies for cancer and other diseases.,Cambridge,Cambridge,Nancy Simonian,Nancy Simonian (CEO); Michael W. Bonney (Chairman),Innovation; Excellence; Integrity,Genomics; Epigenetics,Developing novel gene control therapies for cancer treatment.,SY-1425; SY-1365,Oncology; Hematology; Rare Diseases,Strong pipeline of innovative drugs; Growing demand for precision medicine,Regulatory approvals; Clinical trial outcomes,Harvard Medical School; MIT,0.8751,1.301,12.0,2.5,8,3.7,2023-10-26T08:30:00Z
"Brownie'S Marine Group, Inc",BWMG,Innovative Solutions for the Marine Industry,7.5,150,To provide cutting-edge marine products and services that enhance customer experiences on the water.,Fort Lauderdale,Fort Lauderdale,Robert Carmichael,Robert Carmichael (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Market Analysis,Exploring new eco-friendly materials for marine equipment.,Underwater Breathing Systems; Diving Gear Enhancements,Marine Technology; Customer Experience Enhancement,Stable demand for marine products; Competitive pricing strategy,Supply chain logistics; Regulatory compliance,Marine Engineering Scholarships; Ocean Conservation Research Grants,0.8751,1.699,8.0,5.2,3,0.0,2023-10-26T08:30:45Z
Sincerity Applied Materials Holdings Corp.,SAMHC,Innovating with Integrity,9.2,1500,To advance technology with a commitment to honesty and excellence.,Silicon Valley,Silicon Valley,Alice Chen,Alice Chen (CEO); David Lee (CFO),Innovation; Integrity; Excellence,Nanotechnology; Renewable Energy,Developing sustainable materials for clean energy solutions.,Advanced Materials Research; Green Technology Development,Materials Science; Clean Technology,Stable market demand for sustainable solutions,Government regulations on environmental standards,STEM Scholarships; Research Grants,0.9638,1.5,8.0,12.0,3,0.0,2023-10-26T08:30:00Z
Bank Of America Corp /De/,BAC,Life's Better When We're Connected,91000000000,208000,To help make financial lives better through the power of every connection.,Charlotte,Charlotte,Brian Moynihan,Brian Moynihan (CEO); Catherine P. Bessant (COO),Integrity; Customer Focus; Teamwork,Digital Transformation; Innovation in Banking Services,Exploring AI-driven customer service solutions,Blockchain Integration; Cybersecurity Enhancement,Retail Banking; Wealth Management; Corporate Banking,Stable Economic Conditions; Regulatory Compliance,Technology Infrastructure; Market Trends,Scholarship Programs; Research Grants,10.959,11.7782,0.28,0.11,3,0.0,2023-10-26T08:30:00Z
Kkr Real Estate Finance Trust Inc.,KREF,,2000000000,100,To provide innovative real estate financing solutions with a focus on sustainability and community development.,New York,New York,John Doe,John Doe (CEO); Jane Smith (CFO),Sustainability; Community Development; Innovation,Market Research; Product Development,Exploring new real estate financing models to support affordable housing initiatives.,Green Building Financing; Urban Renewal Projects,Sustainable Real Estate; Community Development; Innovation in Financing,Stable real estate market conditions; Access to capital markets,Regulatory approvals; Economic trends,Scholarship programs; Research grants,9.301,10.4771,15.0,5.0,3,0.5,2023-10-26T08:00:00Z
Capital One Financial Corp,COF,Reimagine Money,28000000000,51000,To change banking for good.,Mclean,Mclean,Richard D. Fairbank,Richard D. Fairbank (Chairman and CEO); R. Scott Blackley (CFO),Innovation; Customer-centricity; Ethical practices,Digital transformation; Data analytics,Developing AI-driven personalized financial solutions,Blockchain integration; Cybersecurity enhancement,Fintech; Consumer banking; Credit cards,Stable economic conditions; Regulatory compliance,Technological infrastructure; Market trends,Scholarship programs; Research grants,10.4472,10.7782,0.12,0.03,4,7.5,2022-01-31T08:00:00Z
M&T Bank Corp,MTB,Understanding what's important,6.8,17000,"To be the best company our employees ever work for, the best bank our customers ever do business with, and the best investment our shareholders ever make.",,,,,,,,,,,,,0.8325,1.1461,0.0976,0.032,5,0.0,2023-10-26T08:45:30Z
Pyxis Tankers Inc.,PXS,Delivering Excellence in Tanker Shipping,8.2,50,To provide efficient and reliable tanker shipping services globally.,Maroussi,Athens,Sophocles Zoullas,Sophocles Zoullas (CEO); Henry Williams (CFO),Innovation; Sustainability; Customer Satisfaction,Market Expansion; Technology Integration,Exploring new routes for increased efficiency,Fuel Efficiency Optimization; Crew Training Programs,Operational Excellence; Customer Service; Sustainability Practices,Stable Oil Prices; Global Trade Growth,Market Demand; Regulatory Compliance,Maritime Universities; Engineering Scholarships,0.9138,1.0414,8.5,3.2,7,0.0,2023-10-26T08:30:45Z
Lexaria Bioscience Corp.,LXX,"Enhancing the taste, delivery, and effectiveness of bioactive compounds",7.5,50,To improve the delivery of bioactive compounds for enhanced consumer experiences and health benefits,Kelowna,Kelowna,Chris Bunka,Chris Bunka (CEO); John Docherty (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Exploring new methods for enhancing bioavailability of pharmaceuticals,Bioactive Compound Delivery Enhancement; Taste Improvement Technologies,Bioavailability Enhancement; Taste Masking; Pharmaceutical Applications,Growing demand for enhanced delivery systems in the pharmaceutical industry,Regulatory Approvals; Research Partnerships,Scholarship Programs; Research Grants,0.8751,1.301,8.0,2.5,7,0.0,2023-10-26T08:30:00Z
Metlife Inc,MET,Navigating life together,70000000000,48000,To help individuals navigate life's twists and turns with financial security and peace of mind.,New York,New York,Michel Khalaf,Michel Khalaf (President and CEO); John McCallion (CFO),Integrity; Innovation; Customer-Centricity,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized insurance solutions,Data Analytics Optimization; Risk Management Enhancement,Insurance Products Innovation; Customer Service Excellence,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship programs; Research grants,10.8451,11.699,0.08,0.05,3,0.0,2023-10-26T08:30:15Z
Nidec Corp,NJDCY,Bringing Tomorrow's Technologies to Life,10.5,110000,To create innovative solutions that enhance the quality of life globally.,Kyoto,Kyoto,Shigenobu Nagamori,Shigenobu Nagamori (Founder & CEO); Mikio Katayama (President & COO),Innovation; Quality; Sustainability,Electric Vehicles; Renewable Energy,Developing cutting-edge technologies for a sustainable future.,AI Integration; Smart Manufacturing,Automotive; Industrial Automation; Appliances,Stable economic conditions; Technological advancements,Supply chain efficiency; Regulatory compliance,STEM Research Grants; Scholarship Programs,10.5,11.2,8.5,12.3,4,600.5,2023-10-31T08:00:00Z
United Community Banks Inc,UCBI,Building a Better Community Together,800000000.0,2500,To empower our communities by providing financial solutions with integrity and personalized service.,Blairsville,Blairsville,Laura Miller,Laura Miller (CEO); Mark Abernathy (CFO),Community Engagement; Financial Inclusion; Sustainability,Digital Transformation; Customer Experience Enhancement,Exploring innovative ways to streamline banking processes and enhance customer satisfaction.,Data Analytics for Risk Management; Customer Segmentation Strategies,Community Development; Technology Integration; Risk Management,Stable economic conditions; Regulatory compliance,Technological infrastructure; Market trends,Scholarship Programs; Financial Literacy Initiatives,8.9031,9.4564,0.12,0.03,7,80.5,2022-10-31T08:00:00Z
Ready Capital Corp,RC,Empowering Growth,1000000000,500,To provide innovative financial solutions for businesses to thrive and grow.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Customer-Centricity; Integrity,Technology; Healthcare; Sustainability,Exploring new investment opportunities in emerging markets.,Digital Transformation; Market Expansion,Financial Inclusion; Risk Management; Sustainable Growth,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,9.0,8.5,12.0,5.0,3,10.5,2023-10-26T08:30:00Z
Bancfirst Corp /Ok/,BANF,,9.2,2500,To provide excellent financial services and contribute to the prosperity of the communities we serve.,Oklahoma City,Oklahoma City,David E. Rainbolt,David E. Rainbolt (CEO); Joe G. Hall (CFO),,,,,,,,,0.9638,1.0,0.05,0.02,8,0.0,2021-10-29T08:30:00Z
Renalytix Plc,RENX,Transforming Kidney Disease Diagnostics,7.5,150,To improve the lives of kidney disease patients through innovative diagnostics and personalized care.,London,London,James McCullough,James McCullough (CEO); Fergus Fleming (CFO),Innovation; Patient-Centricity; Quality,Research & Development; Clinical Trials,Developing AI-driven diagnostic tools for early detection of kidney disease.,Precision Medicine Initiative; Digital Health Platform Development,Kidney Disease Diagnostics; Personalized Medicine; AI in Healthcare,Increasing demand for personalized healthcare solutions; Growing prevalence of kidney disease,Regulatory approvals; Technological advancements,Scholarship programs for medical students; Research grants for kidney disease studies,0.8751,1.2,12.0,5.3,4,345.67,2023-10-26T08:30:00Z
Transalta Corp,TAC,Powering Possibilities,2.5,2400,"To provide clean, reliable, and affordable power solutions for a sustainable future.",Calgary,Calgary,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Customer Focus,Renewable Energy; Energy Storage,Exploring new solar energy projects in Western Canada.,Wind Farm Optimization; Smart Grid Implementation,Clean Energy; Grid Modernization; Energy Efficiency,Stable government regulations; Increasing demand for renewable energy,Access to capital markets; Technological advancements,Scholarship programs; Research grants,0.3979,1.6989,8.0,12.0,4,0.0,2023-10-26T08:30:00Z
"Babcock & Wilcox Enterprises, Inc.",BW,Powering the World,700000000.0,5000,To provide advanced energy and environmental technologies and services to the power and industrial sectors worldwide.,Akron,Akron,Kenneth Young,Kenneth Young (CEO); Louis Salamone (CFO),Innovation; Sustainability; Excellence,Renewable Energy; Clean Technologies,Developing cutting-edge solutions for clean energy production.,Carbon Capture Technology; Advanced Boiler Systems,Energy Efficiency; Environmental Protection; Industrial Solutions,Stable market demand for energy solutions; Continued technological advancements,Government regulations; Global economic conditions,University of Akron; Ohio State University,8.8451,9.0,0.05,0.03,7,0.0,2022-01-28T12:00:00Z
