company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
Clarivate Plc,CLVT,Accelerating innovation,$1.2 billion,9000,To accelerate the pace of innovation by providing trusted insights and analytics to customers worldwide.,London,London,Jerre Stead,Jerre Stead (Executive Chairman); Jerre Stead (CEO),Innovation; Trust; Excellence,Data Analytics; Market Research,Leveraging AI for predictive analytics,Data Integration Platform; Market Intelligence Portal,Research Solutions; Intellectual Property; Life Sciences,Stable market demand; Continued technological advancements,Data providers; Technology partners,Scholarship programs; Research grants,9.0792,10.0414,12.0,8.0,3,0.0,2022-01-28T08:00:00Z
Power Integrations Inc,POWI,Innovative Power Conversion Solutions,500000000.0,1500,"To provide innovative power conversion solutions that enhance the efficiency, reliability, and sustainability of electronic systems worldwide.",San Jose,San Jose,S Balu Balakrishnan,S Balu Balakrishnan (CEO); Sandeep Nayyar (CFO),Innovation; Efficiency; Sustainability,Research & Development; Product Innovation,Exploring new power conversion technologies for renewable energy applications.,Efficiency Enhancement in Power Supplies; Smart Grid Integration Solutions,Power Electronics; Energy Efficiency; Renewable Energy,Stable market demand for power conversion solutions; Continuous technological advancements in the industry,Global economic conditions; Regulatory environment for electronics industry,STEM Education Programs; Research Grants for Power Electronics Studies,8.699,9.0,12.5,8.0,3,5.0,2022-10-31T08:00:00Z
Cvb Financial Corp,CVBF,Empowering Financial Growth,1000000000,3000,To provide innovative financial solutions for our customers' success.,Ontario,Ontario,David Brager,David Brager (CEO); Christina Carrillo (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven financial advisory services,Blockchain Integration; Data Analytics Optimization,Retail Banking; Commercial Lending; Wealth Management,Stable economic conditions; Regulatory compliance,Technological infrastructure upgrades; Market trends,Scholarship programs; Research grants,9.0,9.5,0.08,0.025,4,35.5,2022-10-31T08:00:00Z
"Surgery Partners, Inc.",SGRY,Enhancing the Surgical Experience,9.2,10000,To provide exceptional surgical care to patients across the nation.,Nashville,Nashville,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality Care; Innovation; Patient-Centric Approach,Telemedicine Integration; Operational Efficiency,Exploring AI-driven surgical tools for improved outcomes.,Robotic Surgery Advancements; Patient Safety Initiatives,Outpatient Surgery; Specialty Surgical Services,Increasing demand for outpatient surgical procedures; Growing trend towards minimally invasive surgeries,Regulatory Approvals; Technological Advancements,Medical Research Grants; Scholarship Programs,9.2,10.5,8.3,2.1,4,0.0,2023-10-26T08:30:00Z
Cvr Energy Inc,CVI,Energy Solutions for Tomorrow,2.5,4000,To provide sustainable energy solutions for a better future.,Sugar Land,Sugar Land,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Customer Focus,Renewable Energy; Energy Efficiency,Exploring new biofuel technologies,Carbon Capture; Solar Energy Integration,Renewable Energy; Sustainable Practices; Energy Efficiency,Stable energy market; Government support for green initiatives,Access to raw materials; Technological advancements,Scholarship programs; Research grants,9.3979,8.699,12.0,5.0,3,20.5,2023-10-26T08:30:00Z
Chesapeake Utilities Corp,CPK,Providing Energy Solutions for a Sustainable Future,300000000.0,1000,"To deliver reliable, safe, and affordable energy solutions to our customers while promoting sustainability and community well-being.",Dover,Dover,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Customer Satisfaction,Renewable Energy; Smart Grid Technology,Exploring new energy storage solutions for grid optimization.,Energy Efficiency Program Expansion; Community Solar Initiatives,Renewable Energy Integration; Customer Engagement Strategies,Stable regulatory environment; Increasing demand for clean energy,Government approvals for new projects; Technological advancements in the energy sector,Scholarship programs for STEM students; Research grants for energy innovation,8.4771,9.0,0.08,0.025,4,120.5,2022-10-31T08:00:00Z
Pbf Energy Inc.,PBF,Providing energy solutions for a sustainable future,6.2,3000,To deliver high-quality energy products while prioritizing safety and sustainability,Parsippany,Parsippany,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Safety,Research & Development; Market Analysis,Exploring renewable energy sources for future projects,Carbon Emissions Reduction; Energy Efficiency Improvements,Energy Production; Environmental Impact; Market Expansion,Stable oil prices; Government regulations remain favorable,Access to raw materials; Market demand for energy products,Scholarship programs; Research grants,0.7924,1.1761,4.0,12.0,5,20.5,2023-10-26T08:30:15Z
"Alarm.Com Holdings, Inc.",ALRM,Empowering Smarter Living,4000000000,1500,"To make everyday life safer, smarter, and more efficient through innovative technology solutions.","Tysons, Virginia",Tysons,Steve Trundle,Steve Trundle (CEO); Jean-Paul Martin (CFO),Innovation; Customer-Centricity; Security,IoT Integration; Home Automation,Developing a smart home security system with AI integration,Smart Thermostat Integration; Video Doorbell Enhancement,Home Security; Smart Automation; IoT Solutions,Growing demand for smart home technology; Increasing focus on security and convenience,Technological advancements; Market trends,STEM Education Programs; Tech Innovation Research Grants,9.6021,10.0414,12.0,8.5,3,10.5,2022-10-31T08:00:00Z
Dave Inc.,DE,,9.5,1500,To revolutionize the industry through innovation and customer-centric solutions.,San Francisco,San Francisco,Emily Johnson,Emily Johnson (CEO); Michael Smith (CFO),Innovation; Customer-Centricity; Quality,Market Research; Product Development,Continuous improvement and disruptive innovation,AI Integration; Blockchain Implementation,Technology; Customer Experience; Sustainability,Stable market conditions; Competitive workforce,Technological advancements; Economic trends,Scholarship Programs; Research Grants,0.9777,1.699,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Formfactor Inc,FORM,Innovating the future of semiconductor test and measurement,400000000.0,1500,To enable tomorrow's technology today through advanced semiconductor testing solutions,Livermore,Livermore,Mike Slessor,Mike Slessor (CEO); Shai Shahar (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Continuous improvement in semiconductor testing technologies,Advanced Probe Cards; Wafer Test Solutions,Semiconductor Testing; Probe Card Technologies; Automated Test Equipment,Stable semiconductor market growth; Continuous demand for advanced testing solutions,Technological advancements in semiconductor industry; Global economic conditions,STEM Education Programs; Research Grants in Semiconductor Technology,8.6021,9.0,12.0,5.0,3,35.0,2022-01-28T08:00:00Z
Ligand Pharmaceuticals Inc,LGND,Advancing Medicines That Matter,8.2,250,To deliver innovative medicines that improve the lives of patients worldwide.,San Diego,San Diego,John Higgins,John Higgins (CEO); Mary Johnson (CFO),Innovation; Quality; Patient-Centricity,Drug Discovery; Clinical Trials,Developing novel therapies for unmet medical needs,Oncology Research; Neuroscience Drug Development,Biotechnology; Pharmaceuticals,Stable regulatory environment; Access to capital markets,Research partnerships; FDA approvals,"University of California, San Diego; Stanford University",0.9138,1.699,12.0,3.5,8,0.0,2023-10-26T08:30:45Z
"Chefs' Warehouse, Inc.",CHEF,Delivering the World's Finest Ingredients to Chefs Everywhere,9.5,3000,To provide chefs with the highest quality ingredients to create exceptional culinary experiences.,Ridgefield,Ridgefield,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Innovation; Customer Satisfaction,Market Research; Product Development,Exploring new partnerships with local farms for fresh produce sourcing.,Sustainability Initiatives; Supply Chain Optimization,Quality Control; Customer Service Excellence; Market Expansion,Stable economic conditions; Consistent demand for premium ingredients,Supplier relationships; Logistics infrastructure,Culinary Arts Scholarships; Nutrition Education Programs,9.5,10.2,5.3,12.6,3,20.5,2023-10-31T08:00:00Z
Fb Financial Corp,FBK,Empowering Financial Growth,1000000000,2000,To provide innovative financial solutions for our customers' success.,Nashville,Nashville,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Success,Digital Transformation; Customer Experience Enhancement,Implementing AI-driven customer service solutions,Blockchain Integration; Data Analytics Optimization,Fintech; Customer Relationship Management,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Scholarship programs; Research grants,9.0,9.5,12.5,8.2,3,5.7,2023-10-31T08:00:00Z
"Walker & Dunlop, Inc.",WD,Financing the future of real estate,1000000000,1000,Empowering clients with innovative financing solutions to achieve their real estate goals,Bethesda,Bethesda,Willy Walker,Willy Walker (CEO); Stephen Theobald (CFO),Innovation; Client Success; Integrity,Technology Integration; Market Expansion,Exploring new financing models for sustainable real estate development,Affordable Housing Initiatives; Green Building Financing,Commercial Real Estate; Multifamily Housing; Sustainable Development,Stable Real Estate Market; Favorable Interest Rates,Regulatory Environment; Economic Conditions,Scholarship Programs; Real Estate Research Grants,9.0,9.5,12.0,8.0,3,10.5,2022-01-20T08:00:00Z
Tidewater Inc,TIDE,Empowering Innovation in Maritime Solutions,8.5,3200,To provide cutting-edge maritime services while prioritizing safety and sustainability,Houston,Houston,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Safety; Sustainability,Research & Development; Market Analysis,Exploring autonomous vessel technology for offshore operations,Green Energy Integration; Digital Transformation,Offshore Support Services; Marine Logistics; Energy Sector Solutions,Stable oil prices; Growing demand for offshore services,Regulatory approvals; Technological advancements,Maritime Engineering Program at Texas A&M; Oceanography Research at MIT,0.9294,1.1761,8.5,12.3,4,150.5,2023-10-26T08:30:45Z
Kinetik Holdings Inc.,KHI,Empowering Innovation for a Sustainable Future,9.2,500,To drive positive change through innovative solutions and sustainable practices.,San Francisco,San Francisco,Alice Johnson,Alice Johnson (CEO); Michael Chen (CFO),Innovation; Sustainability; Collaboration,Renewable Energy; Smart Cities; HealthTech,Exploring cutting-edge technologies for a greener tomorrow.,AI for Climate Change; Blockchain for Supply Chain Transparency,Clean Energy; Urban Mobility; Healthcare Innovation,Growing demand for sustainable solutions; Technological advancements will drive market growth,Regulatory approvals; Access to funding,STEM Scholarships; Research Grants for Sustainability Studies,9.2,10.5,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Hut 8 Corp.,HUT,Leading the way in blockchain technology,8.5,150,To revolutionize the blockchain industry through innovation and sustainability,Toronto,Toronto,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Transparency,Blockchain Technology; Cryptocurrency Mining,Exploring new ways to enhance blockchain scalability,Blockchain Security Enhancement; Cryptocurrency Mining Optimization,Blockchain Technology; Cryptocurrency; Sustainability,Stable cryptocurrency market; Continued technological advancements,Regulatory environment; Market trends,Blockchain Research Institute; Cryptocurrency Innovation Fund,0.9294,1.301,12.0,8.0,3,0.0,2023-10-17T08:30:45Z
Bausch Health Companies Inc.,BHC,Improving people's lives with our health products,3.6,21000,To improve people's lives with our health products and innovations,Laval,Laval,Joseph C. Papa,Joseph C. Papa (Chairman and CEO); Paul S. Herendeen (Executive Vice President and CFO),Innovation; Quality; Customer-Centricity,Research & Development; Market Analysis,Exploring new drug delivery technologies,Ophthalmology Research; Dermatology Innovation,Healthcare Products; Pharmaceuticals; Medical Devices,Stable regulatory environment; Continued market demand for healthcare products,Research partnerships; Supply chain logistics,Medical Research Grants; Health Sciences Scholarships,0.5563,1.6989,8.5,4.2,3,0.0,2022-01-20T08:30:00Z
Axcelis Technologies Inc,ACLS,Enabling innovation in semiconductor manufacturing,400000000.0,1000,To provide innovative solutions for semiconductor manufacturing processes,Beverly,Beverly,Mary Puma,Mary Puma (CEO); John Aldeborgh (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Prototyping,Continuous improvement in semiconductor manufacturing processes,Advanced Process Control; Ion Implantation Optimization,Semiconductor Equipment; Process Engineering; Technology Innovation,Stable semiconductor market growth; Continuous demand for advanced manufacturing solutions,Technological advancements in semiconductor industry; Global economic conditions,STEM Education Scholarships; Research Grants for Semiconductor Technology,8.6021,9.0,0.1,0.05,3,0.0,2022-01-28T08:00:00Z
Central Garden & Pet Co,CENT,Where passion meets purpose,1000000000,5000,To enrich people's lives with quality products for their pets and gardens,Walnut Creek,Walnut Creek,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Innovation; Customer Satisfaction,Product Development; Market Research,Exploring new product lines for pet care,Sustainability Initiatives; Supply Chain Optimization,Pet Care; Garden Supplies; Consumer Goods,Stable market demand; Competitive pricing strategy,Raw material suppliers; Distribution partners,Local community colleges; Animal welfare organizations,9.0,9.5,12.0,15.0,3,5.5,2023-10-31T08:00:00Z
"Banc Of California, Inc.",BANC,,$1.5 billion,2000,To provide innovative banking solutions with a focus on customer satisfaction.,Irvine,Irvine,John Doe,John Doe (CEO); Jane Smith (CFO),Customer-centric approach; Innovation; Integrity,Digital transformation; Product development,Exploring new market segments for growth opportunities.,Risk management enhancement; Customer experience improvement,Retail banking; Commercial lending; Wealth management,Stable economic conditions; Regulatory compliance,Technology infrastructure; Market trends,Scholarship programs; Research grants,9.1761,10.0,0.08,0.015,4,45.5,2022-01-28T08:00:00Z
Livanova Plc,LIVN,Advancing Cardiovascular and Neuromodulation Solutions,1000000000,4000,Improving the lives of patients worldwide through innovative medical solutions.,London,London,Dan Moore,Dan Moore (CEO); Karen King (CFO),Innovation; Patient-Centricity; Excellence,Research & Development; Clinical Trials,Exploring new treatment modalities for heart and brain disorders.,Neuromodulation Devices; Cardiac Surgery Solutions,Cardiovascular Health; Neuroscience,Stable regulatory environment; Continued demand for medical devices,Access to skilled healthcare professionals; Technological advancements,Medical Research Grants; Scholarships for Healthcare Students,9.0,10.5,15.0,8.0,3,0.0,2023-10-26T08:30:45Z
Novagold Resources Inc,NG,Unlocking the Potential of Gold,25000000,100,To responsibly explore and develop gold resources for the benefit of all stakeholders,Vancouver,Vancouver,Gregory Lang,Gregory Lang (CEO); David Ottewell (CFO),Sustainability; Innovation; Transparency,Exploration; Resource Assessment,Exploring new gold deposits in untapped regions,Donlin Gold Project; Galore Creek Project,Exploration; Development; Community Engagement,Stable gold prices; Access to necessary permits,Market demand for gold; Economic conditions,University of British Columbia; Simon Fraser University,7.3979,8.699,12.0,5.0,3,2500.5,2022-01-28T08:00:00Z
"Delek Logistics Partners, Lp",DKL,Delivering Energy with Excellence,2000000000,500,"To provide safe, efficient, and reliable logistics solutions for the energy industry.",Brentwood,Brentwood,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Safety,Expansion; Efficiency; Sustainability,Exploring new pipeline routes for increased efficiency.,Safety Training Program; Environmental Sustainability Initiative,Logistics Optimization; Risk Management; Customer Satisfaction,Stable oil prices; Regulatory compliance,Energy market trends; Infrastructure investments,Scholarship Fund for STEM Students; Research Grant for Energy Studies,9.301,8.699,0.12,0.05,3,10.5,2022-10-31T08:00:00Z
Scorpio Tankers Inc.,STNG,Leading provider of marine transportation of petroleum products worldwide,1000000000,2000,"To provide safe, reliable, and efficient transportation of petroleum products while minimizing environmental impact",Monaco,Monaco,John Smith,John Smith (CEO); Jane Doe (CFO),Safety; Efficiency; Environmental Responsibility,Market Research; Technology Development,Exploring new fuel-efficient vessel designs,Fuel Optimization; Emission Reduction,Marine Transportation; Environmental Sustainability,Stable oil prices; Global economic growth,Regulatory approvals; Industry partnerships,Maritime Engineering Program at University X; Scholarship Fund at University Y,9.0,9.5,0.08,0.05,3,0.0,2023-10-26T08:00:00Z
Star Bulk Carriers Corp.,SBLK,Leading provider of worldwide seaborne transportation solutions,9.2,200,To provide efficient and reliable shipping services while prioritizing safety and sustainability,Athens,Athens,Petros Pappas,Petros Pappas (CEO); Simos Spyrou (CFO),Efficiency; Reliability; Safety; Sustainability,Technology Integration; Operational Efficiency,Exploring AI-driven predictive maintenance solutions for fleet optimization,Fuel Efficiency Enhancement; Crew Training Program,Safety; Sustainability; Operational Excellence,Stable global trade demand; Consistent fuel prices,Global economic conditions; Regulatory environment,Maritime Universities Research Fund; Scholarship Programs,0.9638,1.699,4.5,8.2,3,500.5,2023-10-26T08:30:45Z
Embla Medical Hf/Adr,EMBLA,Innovating Healthcare Solutions,8.5,300,To revolutionize healthcare through advanced medical technologies.,Reykjavik,Reykjavik,Einar Stefansson,Einar Stefansson (CEO); Anna Jonsdottir (CFO),Innovation; Quality; Patient-Centric,Research & Development; Clinical Trials,Developing non-invasive diagnostic tools for early disease detection.,Cardiovascular Monitoring System; Neurological Imaging Device,Medical Imaging; Diagnostics; Healthcare Technology,Growing demand for remote healthcare solutions; Regulatory approvals for new medical devices,Funding for research and development; Partnerships with healthcare providers,University of Iceland Medical School; Harvard Medical School,0.9294,1.301,12.0,5.8,3,0.0,2023-10-26T08:30:45Z
Century Aluminum Co,CENX,Leading the way in aluminum production,1000000000,2500,To be the preferred supplier of high-quality aluminum products worldwide,Chicago,Chicago,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Sustainability,Research & Development; Market Analysis,Exploring new aluminum alloys for automotive industry,Green Energy Initiatives; Supply Chain Optimization,Product Development; Cost Efficiency; Environmental Impact,Stable aluminum prices; Growing demand for aluminum products,Access to raw materials; Market trends,Scholarship programs; Research grants,9.0,8.5,12.0,8.0,3,10.5,2022-10-31T08:00:00Z
"Evertec, Inc.",EVTC,Empowering Business in Latin America and the Caribbean,9.2,2700,To provide innovative business solutions empowering growth in the region.,San Juan,San Juan,Morgan M. Schuessler,Morgan M. Schuessler (President and CEO); Peter J.S. Smith (CFO),Innovation; Customer-Centricity; Integrity,Digital Transformation; Payment Solutions,Exploring blockchain technology for secure transactions.,Mobile Payment Platform Enhancement; Data Analytics for Fraud Detection,Financial Technology; E-commerce Solutions; Data Security,Stable economic conditions in Latin America and the Caribbean; Continued technological advancements,Regulatory approvals for new services; Cybersecurity infrastructure,Scholarship programs for STEM students; Funding for research in Information Technology,0.9638,1.1461,0.0453,0.032,5,1.0,2023-10-26T08:30:15Z
"Power Solutions International, Inc.",PSIX,Powering the Future,8.2,1200,To provide innovative power solutions for a sustainable future.,Wood Dale,Wood Dale,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Quality,Research & Development; Market Analysis,Developing eco-friendly power solutions for rural communities,Hybrid Power Systems; Energy Storage Solutions,Renewable Energy; Efficiency Optimization; Emission Reduction,Growing demand for clean energy solutions; Stable regulatory environment,Availability of raw materials; Technological advancements,STEM Scholarships; Research Grants,0.9138,1.0414,8.5,12.3,4,18.5,2023-10-26T08:30:45Z
"National Vision Holdings, Inc.",EYE,Seeing a better tomorrow,1.2,12000,To provide affordable eye care and eyewear to improve people's vision and quality of life.,Duluth,Duluth,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Affordability; Innovation,Expanding retail presence; Enhancing online platform,Developing a mobile app for virtual eye exams,Enhancing customer experience; Improving supply chain efficiency,Customer satisfaction; Operational excellence; Innovation,Stable economic conditions; Growing demand for eye care services,Technological advancements; Regulatory compliance,Scholarship programs; Research grants,0.0792,0.301,8.0,12.0,3,30.5,2022-10-31T08:00:00Z
Hilltop Holdings Inc.,HTH,Empowering Financial Growth,9.2,5200,To provide innovative financial solutions for sustainable growth,Dallas,Dallas,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Fintech Solutions; Digital Transformation,Exploring AI-driven investment strategies,Blockchain Integration; Data Analytics Platform,Wealth Management; Risk Assessment; Customer Experience,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,9.2,10.5,12.0,8.5,3,120.5,2023-10-31T08:00:00Z
"International Seaways, Inc.",INSW,Leading provider of energy transportation services,8.5,200,"To deliver energy in a safe, efficient, and sustainable manner",New York,New York,Lois K. Zabrocky,Lois K. Zabrocky (CEO); Jeffrey D. Pribor (CFO),Safety; Efficiency; Sustainability,LNG transportation; Emissions reduction,Exploring autonomous vessel technology for improved efficiency,Fuel efficiency optimization; Crew safety training,Energy transportation; Environmental sustainability,Stable fuel prices; Regulatory compliance,Global energy demand; Technological advancements,Maritime engineering programs; Environmental research initiatives,0.9294,1.0414,5.0,8.0,3,0.0,2023-10-26T08:30:45Z
"Gibraltar Industries, Inc.",ROCK,Building Solutions for Tomorrow,900000000.0,3000,To provide innovative solutions for the building industry while prioritizing sustainability and customer satisfaction.,Buffalo,Buffalo,William T. Bosway,William T. Bosway (President and CEO); Timothy F. Murphy (CFO),Innovation; Sustainability; Customer Satisfaction,Research & Development; Market Analysis,Developing cutting-edge building materials for sustainable construction,Green Building Initiative; Energy Efficiency Program,Sustainability; Innovation; Customer Service,Stable economic conditions; Growing demand for sustainable construction solutions,Availability of raw materials; Regulatory approvals,Scholarship programs; Research grants,8.9542,9.0,0.08,0.05,3,0.0,2023-10-26T08:30:00Z
"Acm Research, Inc.",ACMR,Leading supplier of wafer processing solutions for semiconductor industry,8.5,500,To provide innovative and reliable wafer processing solutions to enable our customers' success,Fremont,Fremont,David Wang,David Wang (CEO); Mark McKechnie (CFO),Innovation; Reliability; Customer Success,Research; Development; Innovation,Continuous improvement in wafer processing technologies,Advanced Etch; Cleans; CMP & Polishing,Semiconductor Equipment; Wafer Processing Solutions; Technology Innovation,Stable semiconductor market growth; Continuous demand for advanced processing solutions,Technological advancements; Customer demand,STEM Education Programs; Research Grants,0.9294,1.0414,12.0,8.0,3,0.0,2023-10-26T08:30:45Z
Hawaiian Electric Industries Inc,HE,Powering Hawaii's Future,3.5,3200,"To provide clean, reliable, and affordable energy solutions for Hawaii's communities",Honolulu,Honolulu,Alan M. Oshima,Alan M. Oshima (President and CEO); Sharon H. Suzuki (President of Hawaiian Electric Company),Sustainability; Innovation; Community Engagement,Renewable Energy Projects; Grid Modernization Initiatives,Exploring new energy storage solutions for grid resilience,Smart Grid Implementation; Energy Efficiency Programs,Renewable Energy Integration; Customer Empowerment; Environmental Stewardship,Stable regulatory environment; Continued technological advancements,Government approvals for new projects; Market demand for clean energy solutions,University of Hawaii Foundation; Hawaii Pacific University,0.5441,1.0414,0.08,0.12,4,0.0,2023-10-26T08:30:00Z
