company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
Asml Holding Nv,ASML,Innovation for a better tomorrow,14000000000,25000,Empowering technological advancement through cutting-edge solutions,Veldhoven,Veldhoven,Peter Wennink,Peter Wennink (CEO); Martin van den Brink (President and CTO),Innovation; Excellence; Sustainability,Research & Development; Product Innovation,Exploring disruptive technologies for future growth,Advanced Lithography; Semiconductor Manufacturing,Semiconductor Equipment; Nanotechnology; Optics,Stable market demand; Continuous technological advancements,Global economic conditions; Regulatory environment,STEM Education Grants; Research Scholarships,10.1461,11.699,0.15,0.25,3,0.0,2023-10-26T08:30:15Z
British American Tobacco P.L.C.,BTI,Transforming Tobacco,25000000000,53000,To achieve leadership in the global tobacco industry through innovation and sustainability.,London,London,Jack Bowles,Jack Bowles (CEO); Marina Bellini (CFO),Innovation; Sustainability; Global Leadership,Reducing Harmful Impact of Tobacco; Product Diversification,Exploring Next-Generation Tobacco Products,Sustainable Farming Practices; Reducing Carbon Footprint,Research & Development; Market Expansion; Sustainability Initiatives,Stable Regulatory Environment; Continued Demand for Tobacco Products,Global Economic Conditions; Technological Advancements,Scholarship Programs; Research Grants,10.3979,11.699,0.15,0.12,3,345.67,2023-10-31T08:00:00Z
Nippon Telegraph & Telephone Corp,NTT,Connecting Dreams,10.5,310000,To create a connected world where dreams become reality.,Chiyoda-Ku,Tokyo,Ken Miyauchi,Ken Miyauchi (President & CEO); Jun Sawada (Chairman),Innovation; Sustainability; Customer-centricity,5G Technology; IoT Solutions,Exploring AI integration in telecommunications,Smart City Solutions; Cybersecurity Enhancement,Telecommunications; Information Technology; Research & Development,Stable economic conditions; Technological advancements,Government regulations; Global market trends,Scholarship programs; Research grants,10.5,11.2,8.5,12.3,2,6748.2,2023-10-31T08:00:00Z
China Petroleum & Chemical Corp,SNP,Energy for a Better Life,11.5,582648,To provide energy solutions for a sustainable future,Beijing,Beijing,Zhang Yuzhuo,Zhang Yuzhuo (Chairman); Dai Houliang (President),Innovation; Sustainability; Global Impact,Renewable Energy; Green Technologies,Exploring new energy sources for a cleaner future,Carbon Capture; Biofuels Development,Energy Production; Chemical Manufacturing; Environmental Protection,Stable global energy demand; Government support for clean energy initiatives,Access to raw materials; Market demand for energy products,Scholarships for STEM students; Research grants for energy innovation,1.06,1.48,4.2,12.5,3,0.0,2023-10-26T08:30:45Z
Metlife Inc,MET,Navigating life together,70000000000,48000,To help individuals navigate life's twists and turns with financial security and peace of mind.,New York,New York,Michel Khalaf,Michel Khalaf (President and CEO); John McCallion (CFO),Financial Security; Peace of Mind; Customer-Centricity,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized insurance solutions,Data Analytics for Risk Assessment; Customer Segmentation Strategies,Insurance Innovation; Customer Service Excellence; Risk Management,Stable economic conditions; Regulatory compliance,Technological infrastructure; Market demand,Scholarship programs; Research grants,10.8451,11.699,0.08,0.05,3,0.0,2023-10-26T08:30:00Z
Heico Corp,HEI,Innovation in Aerospace and Electronics,2.5,19000,"To be the most reliable supplier of aerospace, defense, and electronics related products and services worldwide.",Hollywood,Hollywood,Laurans A. Mendelson,Laurans A. Mendelson (Chairman & CEO); Victor H. Mendelson (Vice Chairman & President),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Continuous improvement through technological advancements,Advanced Avionics; Electronic Warfare Systems,Aerospace; Defense; Electronics,Stable market demand; Competitive pricing strategy,Supply chain efficiency; Regulatory compliance,STEM Scholarships; Research Grants,9.3979,10.1461,8.0,3.5,4,0.0,2022-01-31T08:00:00Z
Brookfield Corp /On/,BROOK,Building a Sustainable Future,10.5,10000,To create value for our stakeholders by managing and developing high-quality assets that provide essential services to communities around the world.,Toronto,Toronto,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Smart Cities,Exploring new opportunities in sustainable infrastructure development.,Green Building Certification; Water Conservation Initiatives,Infrastructure Development; Real Estate Investments,Stable economic conditions; Growing demand for sustainable solutions,Government regulations; Market trends,Scholarship programs; Research grants,10.5,11.2,8.5,12.3,4,0.0,2022-10-31T08:00:00Z
"Murata Manufacturing Co., Ltd./Adr",MRAAY,Innovating Tomorrow,80000000000,75000,To create innovative solutions that enhance the quality of life for people worldwide.,Kyoto,Kyoto,Shigeyuki Yawata,Shigeyuki Yawata (President and CEO); Yoshihiro Higashi (CFO),Innovation; Quality; Sustainability,Research & Development; Product Design,Continuous improvement through cutting-edge technology,Smart Manufacturing; IoT Integration,Electronics; Automotive; Healthcare,Stable market demand; Technological advancements,Supply chain efficiency; Global economic conditions,Kyoto University; Osaka University,10.9031,11.699,0.12,0.08,3,6000.0,2022-10-31T08:00:00Z
Vodafone Group Public Ltd Co,VOD,Connecting for a better future,4.5,105000,To connect the world for a better future through innovative communication solutions.,London,London,Nick Read,Nick Read (CEO); Margherita Della Valle (CFO),Innovation; Connectivity; Customer-centric,5G Technology; IoT Solutions,Exploring AI integration in network optimization.,Smart City Solutions; Digital Transformation Initiatives,Telecommunications; Digital Services; Network Infrastructure,Stable economic conditions; Growing demand for data services,Regulatory approvals; Technological advancements,STEM Education Programs; Research Grants,0.6532,1.2041,0.0453,0.08,4,346.7,2022-10-31T08:00:00Z
Li Auto Inc.,LI,Leading the Future of Mobility,10000000000,5000,To accelerate the adoption of electric vehicles for a sustainable future.,Beijing,Beijing,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Sustainability; Customer-Centric,R&D; Market Research; Prototype Development,Developing affordable electric vehicles for mass adoption.,Battery Technology Innovation; Autonomous Driving Systems,Electric Vehicles; Battery Technology; Autonomous Driving,Increasing demand for electric vehicles; Technological advancements in battery technology,Government regulations on electric vehicles; Global economic conditions,STEM Education Programs; Research Grants,10.0,11.0,0.15,0.05,3,6000.0,2022-10-31T08:00:00Z
Telefonica S A,TEF,Connecting People,52400000000,120138,To connect people and help them communicate in a better way.,Madrid,Madrid,Jose Maria Alvarez-Pallete,Jose Maria Alvarez-Pallete (Chairman and CEO); Angel Vila (COO),Innovation; Customer Satisfaction; Sustainability,5G Technology; IoT Solutions,Exploring AI integration in telecommunications,Digital Transformation; Smart Cities Initiative,Telecommunications; Digital Services; Network Infrastructure,Stable economic conditions; Technological advancements,Regulatory approvals; Market demand,Scholarship programs; Research grants,10.72,10.05,0.06,0.02,5,0.0,2022-10-31T08:00:00Z
Liberty Media Corp,LMCA,Empowering the Future of Media,1.2,5000,To revolutionize the media industry through innovation and creativity.,Englewood,Englewood,John Malone,John Malone (Chairman); Greg Maffei (CEO),Innovation; Creativity; Empowerment,Digital Media; Content Creation,Exploring new ways to engage audiences through interactive media experiences.,Virtual Reality Streaming; AI-driven Content Recommendations,Technology Integration; Audience Engagement,Growing demand for personalized media content; Continuous technological advancements,Market trends; Regulatory environment,Media Studies Programs; Innovation Research Centers,0.0792,1.1461,8.0,12.0,3,7.5,2023-10-26T08:30:15Z
James Hardie Industries Plc,JHX,Building a better future,2000000000,4500,To deliver innovative solutions for the construction industry while prioritizing sustainability and safety.,Dublin,Dublin,Sarah Johnson,Sarah Johnson (CEO); Michael Lee (CFO),Innovation; Sustainability; Safety,Research & Development; Market Analysis,Exploring new eco-friendly building materials,Green Building Initiative; Safety Training Program,Sustainability; Innovation; Market Expansion,Stable construction industry growth; Positive regulatory environment,Raw material suppliers; Market demand,Scholarship programs; Research grants,9.301,10.4771,12.0,8.0,3,0.0,2022-10-31T08:00:00Z
Spirax-Sarco Engineering Plc/Adr,SPXSF,Engineering Success,1.2,8000,To provide innovative engineering solutions for a sustainable future.,Cheltenham,Cheltenham,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Quality,Research & Development; Market Analysis,Exploring new product lines in renewable energy sector,Energy Efficiency Optimization; Industrial Automation,Engineering Solutions; Sustainability Practices,Stable economic conditions; Growing demand for energy-efficient solutions,Technological advancements; Regulatory compliance,Engineering Scholarships; Research Grants,0.0792,1.1461,12.0,8.0,3,0.0,2023-10-26T08:30:00Z
Fairfax Financial Holdings Ltd/ Can,FFH,Empowering Financial Growth,9.2,40000,To provide innovative financial solutions for sustainable growth,Toronto,Toronto,John Doe,John Doe (CEO); Jane Smith (CFO),Integrity; Innovation; Customer Focus,Fintech; Insurtech,Exploring AI-driven risk assessment tools,Blockchain Integration; Data Analytics Platform,Risk Management; Digital Transformation; Customer Experience,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship programs; Research grants,0.9638,1.2041,0.0453,0.025,4,0.0,2023-10-26T08:30:00Z
Advantest Corp,ATEYY,Leading provider of test solutions for the semiconductor industry,10000000000,5000,To deliver innovative test solutions that enable our customers to succeed in the semiconductor industry,Tokyo,Tokyo,Yoshiaki Yoshida,Yoshiaki Yoshida (CEO); Shinichi Yoshioka (CFO),Innovation; Quality; Customer Success,Research & Development; Product Testing,Continuous improvement of test solutions for emerging technologies,AI Integration; IoT Testing,Semiconductor Testing; Automated Test Equipment,Stable semiconductor market growth; Continuous technological advancements,Supplier partnerships; Market demand,STEM Education Grants; Research Endowments,10.0,11.0,0.15,0.08,3,6800.0,2023-10-26T08:30:00Z
Solvay S A /Adr/,SOLVY,,10000000000.0,24000,To innovate and develop sustainable solutions for a better world.,Brussels,Brussels,Ilham Kadri,Ilham Kadri (CEO); Karim Hajjar (CFO),Innovation; Sustainability; Excellence,Research & Development; Market Analysis,Continuous innovation in materials science,Green Chemistry; Circular Economy Solutions,Chemicals; Advanced Materials; Specialty Polymers,Stable market conditions; Continued investment in R&D,Global economic trends; Regulatory environment,Scholarship programs; Research grants,10.0,11.5,0.08,0.025,4,0.0,2023-10-26T08:30:00Z
Bunzl Plc,BZLFY,"The global leader in packaging, foodservice and cleaning supplies",11.2,19000,"To deliver value to customers through innovation, quality, and service",London,London,Frank van Zanten,Frank van Zanten (CEO); Richard Howes (CFO),Customer-centric approach; Sustainability; Innovation,Market expansion; Product development,Exploring new distribution channels for growth,Supply chain optimization; Cost reduction initiatives,Operational efficiency; Customer satisfaction; Sustainable practices,Stable economic conditions; Consistent demand for packaging solutions,Global supply chain; Regulatory compliance,Scholarship programs; Research grants,1.0492,1.4314,0.045,0.012,3,0.0,2023-10-26T08:45:21Z
Alstom,ALO,Mobility by nature,8.2,75000,Provide sustainable and innovative mobility solutions to meet the increasing demand for transportation worldwide.,Saint-Ouen,Saint-Ouen,Henri Poupart-Lafarge,Henri Poupart-Lafarge (CEO); Benoit Ribadeau-Dumas (CFO),Innovation; Sustainability; Customer-centricity,Research & Development; Market Analysis,Developing cutting-edge transportation solutions for urban mobility challenges.,High-speed trains; Metro systems; Tramways,Sustainable mobility; Digitalization; Energy efficiency,Continued global urbanization; Increased focus on environmental sustainability,Government regulations; Technological advancements,Scholarships for engineering students; Funding for transportation research,0.9138,1.1461,0.0453,0.032,4,0.621,2022-01-28T08:30:00Z
American Homes 4 Rent,AMH,Reinventing Rental Living,1.2,1500,"To provide high-quality, affordable rental homes for families across America.",Agoura Hills,Agoura Hills,David Singelyn,David Singelyn (CEO); Bryan Smith (CFO),Quality; Affordability; Community,Market Research; Property Acquisition,Implementing smart home technology in rental properties.,Sustainability Initiatives; Tenant Satisfaction Programs,Property Management; Tenant Experience; Market Expansion,Stable housing market; Growing demand for rental properties,Economic conditions; Regulatory environment,Local Community College Scholarship Fund; STEM Education Grants,0.0792,1.1461,8.0,3.5,4,30.5,2022-10-31T08:00:00Z
Fanuc Ltd,FANUY,Leading the future of automation,10000000000,60000,To drive innovation in industrial automation and robotics,Oshino,Oshino,Yoshio Shimo,Yoshio Shimo (CEO); Hiroshi Kajiyama (CFO),Innovation; Efficiency; Quality,AI Integration; Smart Manufacturing,Exploring new applications of robotics in healthcare,Automated Assembly Line Optimization; Robotic Welding Solutions,Industrial Automation; Robotics; AI Integration,Stable economic conditions; Continuous technological advancements,Global supply chain; Regulatory approvals,Robotics Research Center at University of Tokyo; Automation Lab at MIT,10.0,11.5,15.0,8.0,3,0.0,2023-10-26T08:30:00Z
Dte Energy Co,DTE,Empowering a Brighter Future,12.5,10000,To provide reliable energy solutions for a sustainable world.,Detroit,Detroit,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Customer Service,Renewable Energy; Smart Grid Technology,Exploring new ways to enhance energy efficiency in urban areas.,Solar Energy Integration; Energy Storage Solutions,Sustainability; Innovation; Customer Satisfaction,Stable energy market; Government regulations remain favorable,Technological advancements; Access to capital,University of Michigan; Michigan State University,1.0969,1.7782,0.08,12.0,3,0.0,2023-10-26T08:30:00Z
Zealand Pharma A/S/Adr,ZEAL,,8.5,250,Improving the lives of people with metabolic and gastrointestinal diseases.,Copenhagen,Copenhagen,Emmanuel Dulac,Emmanuel Dulac (CEO); Mats Blom (CFO),Innovation; Patient-centricity; Collaboration,Research & Development; Clinical Trials,Developing novel therapies for metabolic disorders.,Type 2 Diabetes Treatment; Obesity Management,Metabolic Diseases; Gastrointestinal Disorders,Regulatory approvals will be obtained; Market demand for new therapies will exist,Funding for research and development; Collaboration with healthcare providers,Supporting research in endocrinology departments,0.9294,1.1761,12.0,3.5,8,0.0,2023-10-26T08:30:00Z
Chimera Investment Corp,CIM,Investing in Tomorrow's Innovations,8.5,500,Empowering growth through strategic investments in emerging technologies.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Diversity,Artificial Intelligence; Blockchain; Clean Energy,Fostering disruptive ideas that redefine industries.,Smart Cities Initiative; Health-Tech Accelerator,Tech Startups; Sustainable Investments; Disruptive Technologies,Market trends will continue to favor tech innovations; Global economy will remain stable,Access to venture capital funding; Regulatory approvals for new projects,STEM Scholarships; Research Grants for Innovation Centers,0.9294,1.301,12.0,5.6,3,2.5,2023-10-31T08:00:00Z
Mytilineos Holdings S.A.,MYTIL,"Empowering Growth, Enriching Lives",9.2,3200,To drive sustainable growth through innovation and excellence in all our endeavors.,Marousi,Athens,Evangelos Mytilineos,Evangelos Mytilineos (CEO); Ioannis Kalafatis (CFO),Innovation; Excellence; Sustainability,Renewable Energy; Infrastructure Development,Exploring new markets for expansion,Solar Power Plants; Metal Processing Facilities,Energy; Metals; Engineering,Stable economic conditions; Favorable government policies,Global market trends; Technological advancements,Scholarship programs; Research grants,9.2,10.5,8.3,2.1,4,0.0,2023-10-26T08:30:00Z
Valley National Bancorp,VLY,"Strength, Stability, Service",1.2,2000,To provide innovative financial solutions with a focus on customer satisfaction and community development.,Wayne,Wayne,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking solutions,Blockchain Integration; Data Analytics Optimization,Technology Innovation; Customer Engagement; Community Development,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Scholarship Programs; Research Grants,0.0792,0.301,8.0,2.5,4,20.5,2023-10-26T08:30:00Z
Webster Financial Corp,WBS,Empowering Financial Success,1.2,3100,To provide innovative financial solutions for our customers' success.,Waterbury,Waterbury,John R. Ciulla,John R. Ciulla (CEO); Glenn I. MacInnes (CFO),Integrity; Innovation; Customer-Centric,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services,Blockchain Integration; Data Analytics Optimization,Retail Banking; Wealth Management; Commercial Banking,Stable economic conditions; Regulatory compliance,Technological infrastructure upgrades; Market trends,Scholarship Programs; Financial Literacy Initiatives,0.0792,1.0414,0.0458,2.5,4,0.0,2023-10-26T08:30:45Z
"Mfa Financial, Inc.",MFA,,1000000000,200,To provide innovative financial solutions with integrity and excellence.,New York,New York,John Smith,John Smith (CEO); Jane Doe (CFO),Integrity; Excellence; Innovation,Market Research; Product Development,Exploring new investment opportunities in emerging markets.,Risk Management; Financial Modeling,Real Estate Investments; Mortgage-backed Securities,Stable interest rates; Growing economy,Market conditions; Regulatory environment,Scholarship programs; Research grants,9.0,8.5,0.15,0.03,5,10.5,2023-10-31T08:00:00Z
Central Garden & Pet Co,CENT,Where passion meets purpose,1000000000,5000,To enrich people's lives with quality products for their pets and gardens,Walnut Creek,Walnut Creek,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Innovation; Customer Satisfaction,Product Development; Market Research,Exploring new product lines for pet care,Sustainability Initiatives; Supply Chain Optimization,Pet Care; Garden Supplies; Consumer Goods,Stable market demand; Competitive pricing strategy,Raw material suppliers; Distribution partners,Local community colleges; Animal welfare organizations,9.0,10.5,8.5,12.5,3,5.7,2022-10-31T08:00:00Z
Ngl Energy Partners Lp,NGL,,9.2,3000,To provide energy solutions in a sustainable and efficient manner.,Tulsa,Tulsa,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Customer Satisfaction,Renewable Energy; Supply Chain Optimization,Exploring new energy distribution models.,Solar Energy Integration; Waste Management Solutions,Energy Distribution; Logistics; Sustainability,Stable energy market; Regulatory compliance,Government policies; Market demand,University of Tulsa; Oklahoma State University,9.2,8.5,5.0,12.0,3,112.5,2023-10-26T08:30:45Z
"Saul Centers, Inc.",UNKNOWN,Building Communities Together,$500 million,1000,"To create vibrant, sustainable communities through innovative real estate solutions.",Bethesda,Bethesda,John Doe,John Doe (CEO); Jane Smith (CFO),Community Engagement; Sustainability; Innovation,Affordable Housing; Green Building Initiatives,Exploring mixed-use development opportunities in urban areas.,Community Outreach Program; Sustainable Building Certification,Real Estate Development; Community Building; Sustainability Practices,Stable real estate market; Growing demand for mixed-use properties,Government approvals for new projects; Economic trends impacting real estate sector,Local university scholarships; Real Estate Research Center funding,8.699,9.0,12.0,5.0,3,10.5,2023-10-20T08:00:00Z
Sbo Ag/Adr,SBO,,9.5,1500,To provide innovative solutions for a sustainable future.,Zurich,Zurich,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Sustainability; Customer Satisfaction,Renewable Energy; Artificial Intelligence,Exploring new markets for expansion.,Smart Cities Initiative; Green Technology Development,Technology; Sustainability; Innovation,Stable economic conditions; Growing market demand,Government regulations; Market trends,Scholarship programs; Research grants,0.9777,1.699,12.0,8.0,3,0.0,2023-10-26T08:30:15Z
"Hercules Capital, Inc.",HTGC,Empowering Innovation,8.5,50,To provide growth capital to innovative companies with a focus on early-stage ventures.,Palo Alto,Palo Alto,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Entrepreneurship; Risk-taking,Technology; Healthcare; Consumer Products,We believe in fostering creativity and supporting bold ideas.,AI Integration; Blockchain Solutions; Biotech Research,Venture Capital; Debt Financing; Strategic Partnerships,Stable economic conditions; Strong market demand for innovative solutions,Access to capital markets; Industry trends and regulations,Stanford University; UC Berkeley; MIT,0.9294,1.1761,12.0,5.3,3,30.5,2022-10-31T08:00:00Z
