company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
"Money Forward, Inc./Adr",MNFY,Empowering individuals to achieve financial wellness,8.5,1000,To provide innovative financial services that empower individuals to take control of their financial future.,Tokyo,Tokyo,Yoshimi Kusunoki,Yoshimi Kusunoki (CEO); Yosuke Tsuji (CFO),Transparency; Innovation; Customer-Centricity,Financial Planning; Budgeting Tools; Expense Tracking,Developing a personalized financial management app for young professionals.,AI-driven Investment Platform; Blockchain-based Payment System,Fintech; Personal Finance Management; Digital Banking,Increasing demand for digital financial services; Growing adoption of AI in finance,Regulatory Compliance; Technological Infrastructure,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,8.0,3,6748.76,2022-10-31T08:00:00Z
Tennant Co,TNC,"Creating a cleaner, safer world",2.5,4000,"To provide innovative solutions that help create a cleaner, safer world for future generations.",Minneapolis,Minneapolis,Chris Killingstad,Chris Killingstad (CEO); Tom Paulson (CFO),Innovation; Sustainability; Customer Satisfaction,Research & Development; Market Analysis,Exploring new technologies for sustainable cleaning solutions.,Green Cleaning Initiative; Waste Reduction Program,Environmental Impact; Product Quality; Customer Service,Stable market demand; Competitive pricing strategy,Supply chain efficiency; Regulatory compliance,University of Minnesota; Harvard University,0.3979,1.6989,8.0,12.0,4,0.0,2023-10-26T08:30:00Z
"Atricure, Inc.",ATRC,Advancing the treatment of atrial fibrillation,250000000.0,1000,To provide innovative solutions for the treatment of atrial fibrillation and related conditions,Mason,Mason,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Patient Care; Quality,Research; Development; Clinical Trials,Developing minimally invasive surgical solutions for cardiac conditions,Ablation Technology; Cardiac Monitoring Systems,Atrial Fibrillation; Cardiac Surgery; Medical Devices,Growing demand for minimally invasive cardiac procedures; Regulatory approvals for new technologies,Clinical trial outcomes; Market acceptance of new products,Cardiology Research Program at University X; Medical Device Innovation Center at University Y,8.3979,9.0,0.15,0.05,3,15.0,2022-01-20T08:30:00Z
Blackrock Science & Technology Term Trust,BTS,Investing in the future of technology,1000000000,500,To provide long-term growth through investments in science and technology companies,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Excellence; Sustainability,Artificial Intelligence; Biotechnology,Exploring cutting-edge technologies for potential investments,Blockchain Solutions; IoT Integration,Tech Startups; Research & Development,Stable market conditions; Strong industry partnerships,Market trends; Regulatory environment,STEM Scholarships; Research Grants,9.0,10.5,15.0,5.0,3,0.0,2023-10-26T08:30:00Z
"Delek Us Holdings, Inc.",DK,Fueling the Future,2.5,3000,To provide energy solutions for a sustainable future.,Brentwood,Brentwood,Ethan Bellamy,Ethan Bellamy (CEO); Natalie Thompson (CFO),Innovation; Sustainability; Customer Focus,Renewable Energy; Energy Efficiency,Exploring new biofuel technologies,Carbon Capture Initiatives; Renewable Energy Integration,Energy Transition; Environmental Impact; Customer Experience,Stable oil prices; Government support for renewable energy,Regulatory approvals; Market demand,Scholarship programs; Research grants,9.3979,9.699,5.0,12.0,4,5.5,2022-10-31T08:00:00Z
"Rapid7, Inc.",RPD,Security at the Speed of Business,250000000.0,1500,To provide innovative cybersecurity solutions for businesses worldwide.,Boston,Boston,Corey Thomas,Corey Thomas (CEO); Andrew Burton (President),Innovation; Customer-Centricity; Continuous Improvement,Threat Detection; Vulnerability Management,Developing a new AI-driven security platform,Cloud Security; Incident Response,Cybersecurity; Data Analytics; Cloud Security,Growing demand for cybersecurity solutions; Stable economic conditions,Technological advancements; Regulatory environment,Scholarship Programs; Cybersecurity Research Grants,8.3979,9.0,12.0,5.0,3,0.0,2023-10-26T08:30:15Z
"Live Oak Bancshares, Inc.",LOB,Banking for Entrepreneurs,$500 million,1000,Empowering entrepreneurs to achieve their dreams through innovative banking solutions.,Wilmington,Wilmington,James S. Mahan III,James S. Mahan III (CEO); Neil Underwood (President),Innovation; Customer-Centricity; Transparency,Fintech; Startups; Small Business Loans,Exploring blockchain technology for secure transactions.,Digital Banking Platform Enhancement; Risk Management System Upgrade,Technology Integration; Customer Experience Enhancement; Market Expansion,Stable economic conditions; Regulatory compliance,Technology vendors; Market trends,Scholarship programs; Research grants,8.699,9.0,12.0,5.2,3,0.0,2023-10-26T08:30:00Z
Nuveen S&P 500 Buywrite Income Fund,N/A,Investing in the S&P 500 with a focus on income generation,9.2,50,To provide investors with income through a buy-write strategy on the S&P 500 index.,Chicago,Chicago,John Doe,John Doe (CEO); Jane Smith (CFO),Income generation; Risk management; Long-term growth,Research and development; Market analysis,Exploring new investment strategies for enhanced returns,Options trading; Dividend reinvestment,Income generation; Risk mitigation; Market analysis,Stable market conditions; Efficient execution of buy-write strategy,Market performance; Regulatory environment,Scholarship programs; Research grants,0.9638,10.5,0.08,0.025,7,0.0,2023-10-26T08:30:15Z
Ehang Holdings Ltd,EH,Leading the future of autonomous aerial vehicles,8.5,1000,To revolutionize the future of transportation through autonomous aerial vehicles,Guangzhou,Guangzhou,Huazhi Hu,Huazhi Hu (Founder and CEO); Derrick Xiong (Co-founder and CMO),Innovation; Sustainability; Safety,Research & Development; Regulatory Compliance,Developing urban air mobility solutions for smart cities,Autonomous Aerial Vehicles; Urban Air Mobility Solutions,Aerospace; Transportation; Technology,Increasing demand for autonomous aerial vehicles; Regulatory approvals for commercial operations,Technological advancements in battery technology; Global regulatory frameworks,STEM Education Programs; Research Grants,0.9294,1.6989,12.0,5.3,4,7800.0,2023-10-26T08:30:45Z
Costamare Inc.,CMRE,Leading provider of international container shipping services,9.2,200,To deliver reliable and efficient container shipping solutions globally,Athens,Athens,Konstantinos Konstantakopoulos,Konstantinos Konstantakopoulos (CEO); Gregory Zikos (CFO),Reliability; Efficiency; Global Reach,Market Research; Technology Development,Exploring new routes for expansion,Sustainability Initiatives; Operational Efficiency Improvements,International Shipping; Logistics Solutions,Stable Global Trade Environment; Competitive Shipping Rates,Fuel Prices; Regulatory Compliance,Maritime Studies Scholarships; Logistics Research Grants,9.2,8.5,0.12,0.08,5,0.0,2023-10-26T08:30:00Z
Blue Bird Corp,BB,Leading the Way in Transportation Solutions,9.2,5000,To provide safe and reliable transportation solutions for communities worldwide.,Fort Valley,Fort Valley,John Smith,John Smith (CEO); Emily Johnson (CFO),Safety; Reliability; Innovation,Electric Vehicles; Sustainable Practices,Exploring new technologies for autonomous school buses,Green Energy Initiatives; Community Outreach Programs,School Transportation; Public Transit Solutions; Fleet Management,Stable economic conditions; Growing demand for electric vehicles,Government regulations; Supplier partnerships,Scholarship Programs; Research Grants,9.2,10.5,8.2,12.3,4,100.5,2022-10-31T08:00:00Z
"Sila Realty Trust, Inc.",SILA,Building Trust Through Real Estate,8.5,250,To provide exceptional real estate solutions with integrity and transparency.,San Francisco,San Francisco,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Transparency; Innovation,Sustainable Development; Community Engagement,Exploring new mixed-use development opportunities in urban areas.,Affordable Housing Initiatives; Green Building Certifications,Real Estate Investment; Property Management; Sustainable Development,Stable Real Estate Market; Favorable Interest Rates,Economic Conditions; Government Regulations,Local Universities; Scholarship Programs,0.9294,1.1761,12.0,5.3,8,0.0,2023-10-26T08:30:00Z
Uniti Group Inc.,UNIT,Connecting the world through innovative solutions,9.2,6200,To provide cutting-edge connectivity solutions for a connected world,Little Rock,Little Rock,Kenneth Gunderman,Kenneth Gunderman (CEO); Mark Wallace (CFO),Innovation; Customer-centricity; Sustainability,5G infrastructure; Fiber-optic networks,Exploring IoT integration for smart cities,Next-gen network optimization; AI-driven customer service,Telecommunications infrastructure; Technology solutions,Stable demand for connectivity services; Technological advancements in networking,Regulatory approvals; Market demand trends,STEM scholarships; Research grants,0.9638,1.1761,8.5,12.3,4,0.0,2022-01-28T08:00:00Z
"Cannae Holdings, Inc.",CNNE,Empowering Growth Through Strategic Investments,9.2,500,To drive sustainable value creation through strategic investments and operational expertise.,Las Vegas,Las Vegas,Brent B. Bickett,William P. Foley II (Chairman); Brent B. Bickett (CEO),Innovation; Integrity; Excellence,Technology Startups; Healthcare Innovations,Exploring disruptive technologies in the fintech sector.,AI-driven analytics platform; Blockchain integration for supply chain management,Mergers & Acquisitions; Strategic Partnerships; Operational Optimization,Stable economic conditions; Industry consolidation trends,Market volatility; Regulatory changes,Scholarship programs; Research grants for STEM initiatives,9.2,10.5,8.2,2.6,4,2.5,2023-10-27T08:30:45Z
"A10 Networks, Inc.",ATEN,Secure Application Services,200000000.0,800,To provide secure application services for businesses worldwide.,San Jose,San Jose,Lee Chen,Lee Chen (Founder & CEO); Chris White (CFO),Innovation; Customer Satisfaction; Security,Research & Development; Product Testing,Continuous improvement of security solutions,Cloud Security; DDoS Protection,Network Security; Application Delivery; DDoS Protection,Growing demand for cybersecurity solutions; Stable economic conditions,Technological advancements; Regulatory compliance,STEM Scholarships; Cybersecurity Research Grants,8.301,8.0,0.15,0.03,7,5.0,2023-10-26T08:30:00Z
Forestar Group Inc.,FOR,Building Value in Real Estate,8.2,300,To create value through real estate development and management.,Austin,Austin,Jim DeCosmo,Jim DeCosmo (CEO); Charles D. Jehl (CFO),Sustainability; Innovation; Community Engagement,Land Acquisition; Market Analysis,Developing sustainable residential communities,Mixed-Use Developments; Master-Planned Communities,Residential Real Estate; Land Development,Stable Real Estate Market; Favorable Regulatory Environment,Economic Conditions; Interest Rates,University of Texas at Austin; Texas A&M University,0.9138,1.0414,0.0453,0.012,7,150.0,2023-10-26T08:30:00Z
Pebblebrook Hotel Trust,PEB,Luxury Hotels Redefined,8.5,2000,To provide exceptional hospitality experiences and maximize shareholder value.,Bethesda,Bethesda,John Doe,John Doe (CEO); Jane Smith (CFO),Excellence; Innovation; Customer Satisfaction,Market Research; Product Development,Exploring new luxury hotel concepts in urban areas.,Sustainability Initiatives; Employee Training Programs,Customer Experience; Revenue Management; Sustainable Practices,Stable economic conditions; Growing tourism industry,Real estate market trends; Competitor actions,Scholarship Programs; Research Grants,0.9294,1.6989,12.0,5.3,4,10.5,2023-10-31T08:00:00Z
"Andersons, Inc.",ANDE,Building a Sustainable Future Together,8.5,5000,To provide high-quality products and services while maintaining a commitment to sustainability and community engagement.,Maumee,Maumee,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Sustainable Agriculture,Exploring new ways to reduce carbon footprint in our operations.,Water Conservation Initiative; Green Supply Chain Program,Sustainability Practices; Community Outreach; Innovation in Agriculture,Stable economic conditions; Supportive regulatory environment,Access to renewable energy sources; Technological advancements in sustainable practices,Scholarship Programs; Research Grants,0.9294,1.1761,5.0,12.0,3,10.5,2023-10-31T08:00:00Z
Sabre Corp,SABR,Powering the world's travel industry,3.5,10000,To provide innovative technology solutions for the global travel industry,Southlake,Southlake,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Customer-centricity; Global Impact,Artificial Intelligence; Blockchain; Big Data Analytics,Exploring new ways to enhance travel booking experiences,Digital Transformation; Customer Experience Enhancement,Travel Technology; Data Security; Customer Satisfaction,Stable economic conditions; Growing travel industry,Global travel trends; Technological advancements,STEM Education Grants; Research Scholarships,0.5441,1.0414,8.0,12.0,3,0.0,2023-10-26T08:30:00Z
"Byline Bancorp, Inc.",BY,Empowering Your Financial Future,8.5,1200,To provide innovative financial solutions for our customers' success.,Chicago,Chicago,John Doe,John Doe (CEO); Jane Smith (CFO),Integrity; Innovation; Customer-Centric,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking solutions.,Blockchain Integration; Data Analytics Optimization,Technology Innovation; Customer Satisfaction,Stable Economic Conditions; Regulatory Compliance,Market Trends; Technological Advancements,Scholarship Programs; Research Grants,0.9294,1.1761,8.5,2.5,4,0.0,2023-10-26T08:30:45Z
Fox Factory Holding Corp,FOXF,Redefining Ride Dynamics,500000000.0,3000,To provide high-performance products that improve the ride experience for our customers.,Braselton,Braselton,Bob Fox,Bob Fox (CEO); John Smith (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Testing,Developing cutting-edge suspension systems for off-road vehicles.,New Shock Absorber Design; Improved Fork Technology,Performance; Durability; Customer Experience,Growing demand for high-performance suspension systems; Stable economic conditions,Supply chain logistics; Technological advancements,Scholarship programs; Research grants,8.699,9.0,0.12,0.05,3,30.5,2023-10-26T08:30:00Z
Sfl Corp Ltd.,SFL,Empowering Innovation,8.5,1000,To drive positive change through innovative solutions and sustainable practices.,San Francisco,San Francisco,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Sustainability; Excellence,AI; Blockchain; IoT,Exploring new opportunities in renewable energy sector.,Smart Cities Initiative; Healthcare Innovation Program,Sustainability; Digital Transformation; Customer Experience,Stable economic conditions; Growing market demand,Government regulations; Technological advancements,STEM Scholarships; Research Grants,0.9294,1.1761,12.0,8.0,3,0.5,2022-01-20T08:30:00Z
"Jinkosolar Holding Co., Ltd.",NYSE: JKS,Leading the way to a sustainable future,9.5,15000,To provide clean and affordable solar energy solutions globally,Shanghai,Shanghai,Kangping Chen,Kangping Chen (CEO); Xiande Li (Chairman),Sustainability; Innovation; Global Impact,Research & Development; Market Expansion,Exploring new solar technologies for increased efficiency,Solar Panel Optimization; Grid Integration Solutions,Renewable Energy; Technology Innovation; Global Expansion,Growing demand for solar energy solutions; Favorable government policies,Access to raw materials; Market demand for solar products,Solar Energy Research Grants; Renewable Energy Scholarships,0.9777,1.0414,0.08,0.05,3,0.0,2023-10-26T08:30:00Z
Navios Maritime Partners L.P.,NMM,Leading the way in maritime transportation,8.5,1000,To provide efficient and reliable maritime transportation services globally,Piraeus,Piraeus,John Smith,John Smith (CEO); Jane Doe (CFO),Efficiency; Reliability; Innovation,Market Research; Technology Development,Exploring new routes for cost optimization,Fuel Efficiency Enhancement; Crew Training Program,Operational Excellence; Customer Satisfaction; Sustainability,Stable fuel prices; Global trade growth,Weather conditions; Regulatory changes,Maritime Academy Scholarships; Research Grants,0.9294,1.1761,12.0,8.0,3,0.0,2023-10-26T08:30:00Z
Curevac N.V.,CVAC,Harnessing the power of mRNA to create a new generation of transformative medicines,1000000000,1500,To develop innovative mRNA-based therapeutics to improve lives worldwide,Tübingen,Tübingen,Franz-Werner Haas,Franz-Werner Haas (CEO); Pierre Kemula (CFO),Innovation; Healthcare; Global Impact,Research; Development; Clinical Trials,Exploring novel mRNA therapies for rare diseases,COVID-19 Vaccine Development; Oncology Treatments,mRNA Therapeutics; Vaccine Development; Precision Medicine,Growing demand for mRNA-based therapies; Successful clinical trial outcomes,Regulatory approvals; Funding for research,Supporting research programs at local universities; Scholarship initiatives,9.0,10.5,0.15,5.2,3,0.0,2022-01-28T08:00:00Z
Proassurance Corp,PRA,Protecting and Strengthening Healthcare Practices,800000000.0,2400,To provide innovative insurance solutions that protect healthcare providers and strengthen their practices.,Birmingham,Birmingham,Ned Rand,Ned Rand (CEO); Derek B. Smith (CFO),Integrity; Innovation; Customer-Centricity,Risk Assessment; Product Development,Developing new insurance products for emerging healthcare trends.,Claims Management System Upgrade; Provider Network Expansion,Healthcare Insurance; Risk Management; Customer Service,Stable healthcare market growth; Regulatory compliance,Technological advancements; Industry partnerships,Medical Research Grants; Healthcare Scholarships,8.9031,9.5,0.12,0.035,4,0.0,2023-10-26T08:30:15Z
Berkshire Hills Bancorp Inc,BHLB,Banking on Relationships,9.2,1900,"To provide personalized banking, insurance, and wealth management services to individuals and businesses in our communities.",Pittsfield,Pittsfield,Richard M. Marotta,Richard M. Marotta (CEO); Sean A. Gray (CFO),Customer-Centric Approach; Community Engagement,Digital Transformation; Customer Experience Enhancement,Exploring AI integration for personalized financial recommendations.,Data Analytics for Risk Management; Blockchain Implementation for Security,Retail Banking; Commercial Lending; Wealth Management,Stable Economic Conditions; Regulatory Compliance,Technology Infrastructure Upgrades; Market Trends,Scholarship Programs; Financial Literacy Initiatives,0.9638,1.1461,0.0453,0.012,8,0.0,2023-10-26T08:30:45Z
Rlj Lodging Trust,RLJ,Investing in the future of hospitality,8.2,2000,To provide exceptional lodging experiences for our guests and superior returns for our shareholders.,Bethesda,Bethesda,John Doe,John Doe (CEO); Jane Smith (CFO),Sustainability; Innovation; Customer Satisfaction,Market Research; Technology Integration,Exploring new hotel concepts for urban markets,Energy Efficiency Upgrades; Employee Training Programs,Customer Experience; Revenue Management; Sustainability Practices,Stable economic conditions; Growing tourism industry,Government regulations; Industry trends,Scholarship Programs; Hospitality Management Research Grants,0.9138,1.2041,5.2,3.8,7,10.5,2023-10-26T08:30:45Z
"Easterly Government Properties, Inc.",EGP,Empowering Government Through Real Estate,1000000000,200,To provide high-quality commercial properties for government agencies to fulfill their missions effectively.,"Washington, D.C.","Washington, D.C.",John Smith,John Smith (CEO); Emily Johnson (CFO),Transparency; Accountability; Efficiency,Sustainability; Innovation; Community Engagement,Exploring new ways to optimize government real estate utilization.,Energy Efficiency Upgrades; Workspace Modernization,Government Real Estate; Sustainable Development; Innovation in Property Management,Stable government demand for office space; Continued focus on cost-efficiency,Government budget allocations; Regulatory environment,Local University Scholarship Fund; STEM Education Grants,9.0,9.5,12.0,5.0,3,0.0,2022-10-31T12:00:00Z
