company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
Brookfield Renewable Partners L.P.,BEP,Renewable Energy for a Sustainable Future,20000000000,3000,"To be a global leader in renewable power generation, providing sustainable energy solutions for a greener tomorrow.",Toronto,Toronto,Jane Smith,Jane Smith (CEO); John Doe (CFO),Sustainability; Innovation; Community Engagement,Solar Energy; Wind Power,Exploring new hydroelectric projects in South America,Solar Farm in California; Wind Turbine Project in Texas,Renewable Energy Generation; Energy Storage Solutions,Stable government policies supporting renewable energy; Increasing global demand for clean energy,Access to financing for large-scale projects; Technological advancements in renewable energy sector,Donations to Renewable Energy Research at Universities; Scholarships for Sustainable Energy Studies,10.301,11.4771,15.0,8.0,3,0.0,2023-10-26T08:30:00Z
Coterra Energy Inc.,COTR,Empowering Energy Solutions,9.2,1500,To lead the energy sector with innovative solutions for a sustainable future.,Houston,Houston,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Excellence,Renewable Energy; Energy Efficiency,Developing cutting-edge technologies for clean energy production.,Solar Farm Expansion; Wind Turbine Optimization,Renewable Energy; Sustainable Practices; Innovation,Stable market conditions; Government support for clean energy initiatives,Access to funding; Technological advancements,Scholarship programs; Research grants,9.2,10.5,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Ralph Lauren Corp,RL,Timeless American Style,6400000000,24000,To inspire the dream of a better life through authenticity and timeless style.,New York,New York,Patrice Louvet,Patrice Louvet (CEO); Jane Nielsen (CFO),Innovation; Quality; Integrity,Sustainability; Digital Transformation,Exploring new market segments for expansion,Supply Chain Optimization; Customer Experience Enhancement,Fashion Design; Retail Operations; Brand Marketing,Stable economic conditions; Consistent consumer demand,Global supply chain; Market trends,Fashion Institute of Technology; Harvard University,9.8062,10.0414,0.12,0.035,4,0.0,2022-01-31T08:00:00Z
Perusahaan Perseroan Persero Pt Telekomunikasi Indonesia Tbk,TLK,Connecting Indonesia,10.5,27000,To connect Indonesia with innovative telecommunication solutions,Jakarta,Jakarta,Alex Sinaga,Alex Sinaga (CEO); Harry Mozarta (CFO),Innovation; Customer Satisfaction; Social Responsibility,5G Technology; IoT Solutions,Exploring AI integration in network management,Smart City Solutions; Digital Transformation Initiatives,Telecommunication Services; Digital Solutions; Network Infrastructure,Stable economic conditions in Indonesia; Continued technological advancements,Government regulations; Market competition,Scholarship programs; Research grants,10.5,11.2,0.12,0.28,3,0.0,2023-10-26T08:30:00Z
Fortive Corp,FTV,Improving the world around us,7.2,24000,"To create essential technology solutions for a safer, cleaner, healthier future.",Everett,Everett,James A. Lico,James A. Lico (CEO); Chuck McLaughlin (CFO),Innovation; Quality; Sustainability,Research & Development; Market Analysis,Continuous improvement through innovation and collaboration,Supply Chain Optimization; Quality Control Enhancement,Technology Solutions; Industrial Automation; Environmental Monitoring,Stable market demand; Competitive pricing strategy,Global economic conditions; Regulatory approvals,STEM Education Grants; Research Scholarships,0.8573,1.1761,8.5,12.3,4,0.0,2023-10-26T08:30:00Z
On Holding Ag,,,1000000000,5000,To revolutionize the running experience for athletes worldwide.,Zurich,Zurich,,Mark Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Product Development; Market Research,Continuous improvement of running shoes technology.,Smart Running Shoes; Performance Tracking App,Athletic Footwear; Sports Technology; E-commerce,Growing demand for high-performance running gear; Competitive pricing strategy,Supply chain logistics; Technological advancements,University of Zurich; ETH Zurich,9.0,10.5,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Nippon Sanso Holdings Corporation/Adr,NSHDF,Innovating for a Sustainable Future,9.2,15000,To lead in providing innovative solutions for a sustainable world.,Tokyo,Tokyo,Hiroshi Yokokawa,Hiroshi Yokokawa (CEO); Yukihiro Otsuka (CFO),Innovation; Sustainability; Excellence,Renewable Energy; Green Technologies,Exploring new ways to reduce carbon footprint in industrial processes.,Carbon Capture Technology; Hydrogen Fuel Cells,Environmental Sustainability; Energy Efficiency,Stable economic conditions; Growing demand for sustainable solutions,Government regulations on emissions; Technological advancements in clean energy,Scholarships for STEM students; Research grants for sustainable technologies,0.9638,1.2041,8.5,12.3,4,6748.23,2023-10-17T08:30:45Z
Deckers Outdoor Corp,DECK,Innovative footwear for outdoor enthusiasts,1000000000,5000,To provide high-quality footwear for outdoor activities while promoting sustainability and innovation,Goleta,Goleta,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Quality,Product Development; Market Research,Exploring new materials for eco-friendly footwear,Sustainable Manufacturing; Customer Experience Enhancement,Outdoor Footwear; Sustainability Practices,Growing demand for sustainable outdoor products; Competitive pricing strategy,Supply chain logistics; Market trends,Environmental Studies Program; Innovation Research Center,9.0,10.5,0.08,0.05,3,10.5,2022-10-31T08:00:00Z
"Equitable Holdings, Inc.",EQH,Empowering Financial Security,9.2,12000,To help clients secure their financial future by providing innovative solutions and exceptional service.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial planning tools.,Blockchain Integration; Data Analytics Optimization,Insurance Solutions; Retirement Planning; Wealth Management,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,9.2,10.5,0.08,12.5,3,0.0,2023-10-26T08:30:45Z
James Hardie Industries Plc,JHX,Building a better future,2000000000,4500,To deliver innovative solutions for the construction industry while prioritizing sustainability and safety.,Dublin,Dublin,Sarah Johnson,Sarah Johnson (CEO); Michael Lee (CFO),Innovation; Sustainability; Safety,Research & Development; Market Analysis,Exploring new eco-friendly materials for construction,Green Building Initiative; Safety Training Program,Sustainability; Innovation; Market Expansion,Stable economic conditions; Growing construction industry,Regulatory approvals; Market demand,Scholarship programs; Research grants,9.301,10.4771,12.0,8.0,3,345.67,2022-10-31T08:00:00Z
"Evergy, Inc.",EVRG,Powering a Sustainable Future,3.5,5500,"To provide clean, safe, reliable, and affordable energy solutions for a sustainable future.",Kansas City,Kansas City,John Doe,John Doe (CEO); Jane Smith (CFO),Sustainability; Innovation; Customer-Centricity,Renewable Energy; Smart Grid Technology,Exploring new solar energy projects in rural areas.,Energy Efficiency Program; Community Solar Initiative,Renewable Energy Integration; Grid Modernization; Customer Engagement,Stable regulatory environment; Increasing demand for clean energy solutions,Government policies; Technological advancements,STEM Scholarships; Energy Research Grants,9.5441,10.1761,8.0,12.0,3,0.0,2022-01-28T08:00:00Z
Zto Express (Cayman) Inc.,ZTO,Delivering Excellence,9.2,20000,To provide efficient and reliable express delivery services globally.,Shanghai,Shanghai,James Zhang,James Zhang (CEO); Linda Chen (CFO),Efficiency; Reliability; Innovation,Technology Integration; Market Expansion,Implementing AI-driven route optimization for faster deliveries.,Last Mile Delivery Optimization; Supply Chain Visibility Enhancement,Logistics; E-commerce; Technology,Increasing e-commerce demand; Stable global economy,Technological advancements; Regulatory compliance,Scholarship programs; Research grants,9.2,10.5,0.08,0.12,3,0.0,2023-10-26T08:30:00Z
American Homes 4 Rent,AMH,Reinventing Rental Living,1000000000,2500,"To provide high-quality, affordable rental homes for families across America.",Agoura Hills,Agoura Hills,David Singelyn,David Singelyn (CEO); Bryan Smith (CFO),Affordability; Quality; Community,Expansion; Innovation; Customer Experience,Implementing smart home technology in rental properties.,Sustainability Initiatives; Tenant Engagement Programs,Property Management; Tenant Satisfaction; Market Expansion,Stable housing market; Growing demand for rental properties,Economic conditions; Regulatory environment,Local Community Colleges; Housing Assistance Programs,9.0,10.5,0.08,0.05,3,30.5,2022-10-31T08:00:00Z
"Cf Industries Holdings, Inc.",CF,Feeding the World,5000000000,3000,To provide the world with essential nutrients to sustain crops and improve agricultural productivity.,Deerfield,Deerfield,Mark A. Douglas,Mark A. Douglas (CEO); Christopher D. Bohn (CFO),Sustainability; Innovation; Customer Focus,Research & Development; Market Analysis,Developing new fertilizer formulations for sustainable agriculture.,Precision Agriculture; Supply Chain Optimization,Agricultural Solutions; Environmental Stewardship; Market Expansion,Stable fertilizer demand; Competitive pricing,Global economic conditions; Regulatory approvals,Scholarship Programs; Research Grants,9.699,10.4771,0.12,0.08,3,25.0,2022-10-31T08:00:00Z
Vodacom Group Ltd / Adr,VOD,Connecting for a better future,10.5,11423,To connect people for a better future through innovative communication solutions.,Johannesburg,Johannesburg,Shameel Joosub,Shameel Joosub (CEO); Takalani Netshitenzhe (CFO),Innovation; Customer-centricity; Sustainability,5G technology; IoT solutions,Exploring AI integration in customer service,Digital transformation; Data analytics,Telecommunications; Digital services; Mobile money,Stable economic conditions; Growing demand for data services,Regulatory approvals; Technological advancements,STEM scholarships; Research grants,10.5,11.2,8.3,12.6,3,0.0,2022-10-31T08:00:00Z
"Teradyne, Inc",TER,Leading supplier of automation equipment for test and industrial applications,2600000000,6000,Empowering innovation and productivity through advanced automation solutions,North Reading,North Reading,Mark Jagiela,Mark Jagiela (CEO); Greg Smith (CFO),Innovation; Quality; Customer Satisfaction,Robotics; AI; IoT,Developing cutting-edge automation solutions for diverse industries,Smart Manufacturing; Automated Testing Systems,Semiconductor Testing; Industrial Automation; Wireless Test,Stable market demand; Continuous technological advancements,Supply chain efficiency; Economic conditions,STEM Scholarships; Research Grants,9.415,10.1761,12.0,8.5,3,15.5,2022-10-31T08:00:00Z
Graco Inc,GRCO,Innovation at Work,9.2,5000,To provide innovative solutions that enhance productivity and quality in the workplace.,Minneapolis,Minneapolis,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Productivity,Research & Development; Market Analysis,Continuous improvement through technology integration,Automation Solutions; Quality Control Systems,Industrial Equipment; Manufacturing Processes,Stable market demand; Competitive pricing strategy,Supply chain efficiency; Technological advancements,STEM Scholarships; Research Grants,0.9638,1.2041,0.0453,0.032,5,0.0,2023-10-26T08:30:45Z
Bank Of Chile,NYSE: BCH,Your Trusted Financial Partner,9.2,14000,To provide innovative financial solutions that empower our customers and contribute to the economic development of Chile.,Santiago,Santiago,Juan Pablo Larrain,Juan Pablo Larrain (CEO); Maria Fernandez (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking solutions,Blockchain Integration; Data Analytics Platform Development,Retail Banking; Corporate Banking; Investment Services,Stable economic conditions in Chile; Regulatory environment remains favorable,Technological infrastructure upgrades; Market trends in financial services,Scholarship programs for finance students; Research grants for economic studies,0.9638,1.2041,8.5,12.3,4,0.0,2023-10-26T08:30:15Z
"Healthpeak Properties, Inc.",UNKNOWN,UNKNOWN,9.2,2000,UNKNOWN,Unknown,Unknown,Unknown,Unknown (Unknown),,,Unknown,,,,,,9.2,0.0,0.0,0.0,0,0.0,2023-10-26T08:00:00Z
Neurocrine Biosciences Inc,NBIX,Improving Lives Through Science,1000000000,1000,"To discover, develop, and deliver life-changing treatments for people with neurological and endocrine-related disorders.",San Diego,San Diego,Kevin Gorman,Kevin Gorman (CEO); Erick S. Zacks (CFO),Innovation; Patient-Centricity; Excellence,Research; Drug Development,Developing novel therapies for rare neurological disorders,Parkinson's Disease Research; Epilepsy Treatment Development,Neurology; Endocrinology,Strong pipeline of drug candidates; Continued regulatory approvals,Clinical trial outcomes; Market demand,Neuroscience Research Grants; Scholarship Programs,9.0,10.5,0.15,0.05,3,0.0,2023-10-26T08:00:00Z
Liberty Broadband Corp,LBRDA,"Connecting People, Empowering Lives",9.2,5000,To revolutionize connectivity and empower individuals through innovative broadband solutions.,Denver,Denver,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Empowerment; Connectivity,5G Technology; Smart Cities,Exploring new ways to enhance broadband speed and accessibility in rural areas.,Fiber Optic Network Expansion; Smart Home Integration,Broadband Infrastructure; Digital Inclusion; IoT Solutions,Increasing demand for high-speed internet; Technological advancements in the telecommunications sector,Regulatory approvals for network expansion; Market demand for new services,$1M to University of Colorado; $500K to Denver Technical Institute,0.9638,1.2041,8.5,12.3,4,150.5,2023-10-31T08:00:00Z
"Toll Brothers, Inc.",TOL,America's Luxury Home Builder,4.2,4200,To build luxury homes with exceptional quality and customer service.,Horsham,Horsham,"Douglas C. Yearley, Jr.","Douglas C. Yearley, Jr. (Chairman and CEO); Martin P. Connor (President and COO)",Quality; Customer Service; Innovation,Sustainable Building Practices; Smart Home Integration,Developing eco-friendly luxury communities,Green Building Certification; Community Outreach Programs,Luxury Home Construction; Customer Experience Enhancement,Stable Real Estate Market; Strong Economy,Supply Chain Management; Regulatory Approvals,Scholarship Programs; Research Grants,0.6232,1.1461,0.0453,0.012,5,0.0,2023-10-26T08:30:45Z
Ciena Corp,CIEN,The network specialist,3.5,6500,To provide innovative networking solutions that enable a more connected world.,Hanover,Hanover,Gary B. Smith,"Gary B. Smith (President and CEO); Scott McFeely (SVP, Global Products and Services)",Innovation; Customer-centricity; Quality,5G technology; Cloud networking,Exploring AI integration in networking solutions,IoT connectivity; Network automation,Telecommunications; Networking solutions,Stable market demand; Technological advancements,Global economic conditions; Regulatory environment,STEM scholarships; Research grants,0.5441,1.0414,8.0,12.0,3,0.0,2023-10-26T08:30:45Z
Magna International Inc,MGA,Driving the Future,10.5,158000,"To create innovative solutions that help make the future of mobility safer, smarter, and more sustainable.",Aurora,Aurora,Don Walker,Don Walker (CEO); Vince Galifi (CFO),Innovation; Quality; Sustainability,Electric Vehicles; Autonomous Driving,Developing advanced driver assistance systems for next-generation vehicles.,Smart Factory; Connected Car Platform,Automotive Technology; Manufacturing Excellence,Growing demand for electric vehicles; Increasing focus on vehicle safety,Global supply chain; Regulatory compliance,STEM Education Grants; Research Scholarships,10.5,11.2,4.5,8.3,2,0.0,2023-10-26T08:30:00Z
"Crown Holdings, Inc.",CCK,Innovative Packaging Solutions,11.2,33000,To deliver innovative packaging solutions that enhance the quality of life for our customers worldwide.,Philadelphia,Philadelphia,Timothy J. Donahue,Timothy J. Donahue (President and CEO); Thomas A. Kelly (CFO),Innovation; Quality; Customer Satisfaction,Sustainable Packaging; Digital Transformation,Exploring new eco-friendly packaging materials,Smart Packaging Solutions; Supply Chain Optimization,Innovation; Sustainability; Customer Experience,Stable global economic conditions; Continuous demand for packaging solutions,Raw material prices; Regulatory compliance,University of Pennsylvania; Temple University,1.0492,1.1761,4.5,8.2,3,0.0,2023-10-26T08:30:15Z
Cna Financial Corp,CNA,Empowering Financial Security,9.2,6000,To provide innovative insurance solutions for financial protection and peace of mind.,Chicago,Chicago,John Doe,John Doe (CEO); Jane Smith (CFO),Integrity; Innovation; Customer-Centricity,Digital Transformation; Risk Management,Exploring AI-driven underwriting processes,Blockchain Integration; Data Analytics Optimization,Insurance Products; Risk Assessment; Customer Experience,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,0.9638,1.2041,0.0453,0.032,5,0.0,2023-10-26T08:30:15Z
"Kinsale Capital Group, Inc.",KCG,Empowering Growth Through Innovation,8.5,500,To provide innovative solutions for sustainable growth and success in the market.,Richmond,Richmond,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Excellence,Market Research; Product Development,Continuous innovation and customer-centric approach,Digital Transformation; Sustainability Initiatives,Technology; Sustainability; Market Expansion,Stable market conditions; Availability of skilled workforce,Technological advancements; Regulatory compliance,University of Richmond; Virginia Commonwealth University,0.9294,1.6989,12.0,8.5,3,115.5,2023-10-31T08:00:00Z
Topbuild Corp,BLD,Building the Future,1.2,11000,"To deliver innovative solutions for the building industry that improve customer satisfaction, reduce costs, and drive sustainable growth.",Daytona Beach,Daytona Beach,Jerry Volas,Jerry Volas (CEO); Robert Buck (CFO),Innovation; Customer Satisfaction; Sustainability,Research & Development; Market Analysis,Exploring new eco-friendly building materials,Energy Efficiency Solutions; Green Building Initiatives,Innovation; Customer Experience; Sustainability,Stable economic conditions; Growing demand for green construction solutions,Regulatory approvals; Market acceptance of new products,Scholarship programs; Research grants,9.0792,10.1461,0.08,0.025,3,0.0,2023-10-26T08:30:00Z
