company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
"22Nd Century Group, Inc.",XXII,Leading the way to a healthier world,8.5,150,To improve public health and well-being through innovative plant-based technologies,Clarence,Clarence,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Health,Research & Development; Product Innovation,Exploring new plant varieties for improved health benefits,Plant-based nicotine reduction; Low-nicotine tobacco development,Biotechnology; Healthcare; Sustainability,Growing demand for reduced-risk tobacco products; Regulatory support for plant-based technologies,Research partnerships with universities; Government grants for R&D,"University of California, Berkeley; Stanford University",0.9294,1.1761,12.0,3.5,7,5.2,2023-10-31T08:00:00Z
"Petros Pharmaceuticals, Inc.",PPH,Innovating Health Solutions,8.5,1200,To improve global health through innovative pharmaceutical solutions.,San Francisco,San Francisco,Dr. Maria Lopez,Dr. Maria Lopez (CEO); John Smith (CFO),Innovation; Quality; Ethics,Drug Discovery; Clinical Trials,Developing novel treatments for rare diseases.,Cancer Research; Neuroscience,Precision Medicine; Biotechnology,Stable regulatory environment; Access to top talent,Research partnerships; Government funding,Harvard Medical School; Stanford University,0.9294,1.301,12.0,8.5,3,0.0,2023-10-26T08:30:45Z
Wolverine Resources Corp.,WRC,Exploring new frontiers in resource management,8.5,500,To responsibly harness natural resources for a sustainable future,Denver,Denver,Laura Smith,Laura Smith (CEO); Michael Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Water Conservation,Developing cutting-edge technologies for clean energy production,Solar Farm Expansion; Water Recycling Initiative,Renewable Energy; Resource Efficiency; Community Development,Stable market conditions; Supportive regulatory environment,Access to funding; Technological advancements,University of Colorado Boulder; Colorado School of Mines,0.9294,1.301,12.0,8.0,3,150.5,2022-10-31T08:00:00Z
"Accelerate Diagnostics, Inc",AXDX,Innovating Diagnostic Solutions,78000000,300,To provide innovative solutions that improve patient outcomes and reduce healthcare costs.,Tucson,Tucson,Lawrence Mehren,Lawrence Mehren (CEO); Steve Reichling (CFO),Innovation; Quality; Patient-Centric,Research & Development; Market Analysis,Developing cutting-edge diagnostic technologies for infectious diseases.,Next-Gen Sequencing; Precision Medicine,Infectious Diseases; Healthcare Technology,Growing demand for rapid diagnostic solutions; Continuous technological advancements,Regulatory approvals; Funding for research,University of Arizona; Johns Hopkins University,7.89,8.32,0.12,2.5,7,230.5,2023-10-26T08:30:45Z
"Biolase, Inc",BIOL,Advancing the standard of care in dentistry,70000000,250,To improve patient outcomes through innovative dental solutions,Irvine,Irvine,John Beaver,John Beaver (CEO); Sarah Lee (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Innovation,Exploring new laser technologies for dental procedures,Laser Dentistry Advancements; Patient Care Improvement,Dental Technology; Healthcare Innovation,Stable market demand for dental equipment; Competitive pricing strategy,Regulatory approvals; Market acceptance of new products,Dental Schools Research Grants; Scholarship Programs,7.8451,8.699,12.0,5.3,4,0.0,2023-10-26T08:30:45Z
Qutoutiao Inc.,QTT,Connecting people with personalized content powered by AI,1000000000,2000,To provide personalized content experiences to users through innovative AI technology,Shanghai,Shanghai,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; User Experience; Personalization,AI Integration; User Engagement,Exploring new AI algorithms for content recommendation,AI-driven content curation; User behavior analysis,AI Technology; Content Personalization; User Engagement,Increasing user demand for personalized content; AI technology advancements,Data availability; AI talent pool,Scholarship programs; Research grants,9.0,9.5,0.15,0.05,3,0.0,2023-10-26T08:00:00Z
"Laboratorios Farmaceuticos Rovi, S.A./Adr",ROV,,8.5,1400,To improve the health and well-being of people worldwide through innovative pharmaceutical solutions.,Madrid,Madrid,Juan Lopez,Juan Lopez (CEO); Maria Garcia (CFO),Innovation; Quality; Customer-centricity,Research & Development; Market Analysis,Continuous improvement in drug delivery systems,Drug Formulation Enhancement; Supply Chain Optimization,Pharmaceuticals; Biotechnology; Healthcare,Stable regulatory environment; Consistent market demand,Raw material suppliers; Distribution partners,Medical Research Grants; Pharmacy Scholarships,0.9294,1.0414,0.08,5.2,3,0.0,2023-10-26T08:30:15Z
Kokusai Electric Corporation/Adr,KKECY,,8.5,10000,To provide innovative electrical solutions for a connected world.,Tokyo,Tokyo,Hiroshi Nakamura,Hiroshi Nakamura (CEO); Yuko Tanaka (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Market Analysis,Exploring new technologies for sustainable energy solutions.,Smart Grid Implementation; IoT Integration,Electrical Engineering; Smart Technology; Renewable Energy,Stable economic conditions; Continuous technological advancements,Global supply chain; Regulatory approvals,Scholarship programs; Research grants,0.9294,1.0414,0.08,5.2,3,6748.23,2022-01-20T08:30:00Z
Hansoh Pharmaceutical Group Co Limited/Adr,HSGXY,Innovating for a healthier world,9.2,15000,To improve global health through innovative pharmaceutical solutions,Lianyungang,Lianyungang,Dr. Zhong Huijuan,Dr. Zhong Huijuan (Chairman); Dr. Sun Piaoyang (CEO),Innovation; Quality; Global Impact,Research & Development; Market Analysis,Developing novel treatments for rare diseases,Precision Medicine Initiative; Drug Repurposing Program,Biopharmaceuticals; Precision Medicine; Global Expansion,Stable regulatory environment; Sufficient funding for R&D,Access to top talent; Technological advancements,Scholarship programs; Research grants,0.9638,1.699,0.12,5.6,3,700.5,2023-10-26T08:30:45Z
Northland Power Inc./Adr,NPI,Powering a sustainable future,9.2,1100,To provide sustainable energy solutions for a better tomorrow,Toronto,Toronto,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Energy Storage,Exploring offshore wind farm projects,Solar Power Plant in California; Hydroelectric Plant in Quebec,Renewable Energy; Energy Storage; Offshore Wind,Stable government policies supporting renewable energy; Increasing demand for clean energy,Access to funding for large-scale projects; Technological advancements in energy storage,Donations to Engineering Programs; Scholarships for Renewable Energy Studies,0.9638,1.2041,8.5,3.2,5,0.0,2023-10-26T08:30:45Z
Vibra Energia S.A./Adr,VIBR,Empowering Energy Solutions,9.2,5000,To provide sustainable energy solutions for a brighter future.,Sao Paulo,Sao Paulo,Maria Silva,Maria Silva (CEO); Carlos Santos (CFO),Sustainability; Innovation; Customer-centric,Renewable Energy; Energy Efficiency,Exploring new solar energy projects in emerging markets.,Wind Farm Expansion; Smart Grid Implementation,Renewable Energy; Energy Storage; Grid Modernization,Stable government policies supporting renewable energy; Growing demand for clean energy solutions,Access to funding for large-scale projects; Technological advancements in energy sector,Scholarship programs for STEM students; Research grants for energy innovation,0.9638,1.2041,8.5,12.3,4,590.5,2023-10-26T08:30:45Z
North West Co Inc./Adr,NWC,,2.5,8000,To provide quality products and services to our customers while supporting the communities we operate in.,Winnipeg,Winnipeg,John Smith,John Smith (CEO); Jane Doe (CFO),Customer satisfaction; Community support; Employee well-being,Market expansion; Product innovation,Exploring new market opportunities in emerging economies.,Sustainability initiatives; Supply chain optimization,Retail; Logistics; Community engagement,Stable economic conditions; Competitive market landscape,Global supply chain; Regulatory environment,Scholarship programs; Research grants,9.3979,10.1761,8.0,12.0,3,0.0,2023-10-26T08:30:15Z
"Hoyne Bancorp, Inc.",HOYNE,Empowering Financial Growth,8.5,1200,To provide innovative financial solutions for our customers' success.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services.,Blockchain Integration; Data Analytics Optimization,Fintech Solutions; Risk Management,Stable Economic Conditions; Regulatory Compliance,Technology Infrastructure Upgrades; Market Trends,Scholarship Programs; Research Grants,0.9294,1.6989,12.5,8.3,4,5.7,2023-10-31T08:00:00Z
Anadolu Efes Biracilik Ve Malt Sanayi A S/Adr,AEBZY,,9.2,16000,To be a leading beverage company providing high-quality products to consumers globally.,Istanbul,Istanbul,Tuncay Özilhan,Tuncay Özilhan (Chairman); Cem Karakaş (CEO),Innovation; Quality; Sustainability,Product Development; Market Research,Exploring new beverage categories for expansion.,Sustainable Packaging Initiative; Water Conservation Program,Global Expansion; Sustainability Practices; Product Innovation,Stable economic conditions; Consistent consumer demand,Supply chain efficiency; Regulatory compliance,Scholarship Programs; Research Grants,0.9638,1.2041,0.0453,0.032,5,0.0,2023-10-26T08:30:15Z
Jx Advanced Metals Corporation/Adr,JXAM,,1000000000,5000,To revolutionize the metals industry through innovation and sustainability.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Quality,Research & Development; Market Analysis,Exploring new metal alloys for aerospace applications.,Advanced Materials Research; Sustainable Manufacturing,Metals Innovation; Sustainability Practices; Market Expansion,Stable economic conditions; Industry demand for advanced metals,Supply chain logistics; Regulatory approvals,Scholarship programs; Research grants,9.0,8.5,12.0,5.0,3,10.5,2022-10-31T08:00:00Z
Reece Limited/Adr,RLLI,Building a Better Future Together,9.2,15000,To provide innovative solutions for sustainable development and growth.,Sydney,Sydney,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Collaboration,Renewable Energy; Smart Cities,Exploring new technologies for sustainable urban development.,Green Building Certification; Waste Management Solutions,Renewable Energy; Urban Planning; Environmental Conservation,Stable economic conditions; Government support for sustainable initiatives,Technological advancements; Market demand for sustainable solutions,Scholarship programs; Research grants,9.2,10.5,8.3,12.6,3,0.0,2023-10-26T08:30:00Z
Dotz Nano Limited/Adr,DTZ,Innovative Nanotechnology Solutions,8.5,150,To revolutionize industries through cutting-edge nanotechnology solutions.,Tel Aviv,Tel Aviv,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Excellence,Research; Development; Innovation,Exploring novel applications of nanotechnology in various industries.,Healthcare Nanosensors; Smart Packaging Solutions,Healthcare; Packaging; Security,Market demand for nanotechnology solutions will continue to grow; Competitive landscape will remain favorable,Access to cutting-edge research facilities; Regulatory approvals for new products,Scholarship programs; Research grants,0.9294,1.1761,12.0,5.3,7,0.0,2023-10-26T08:30:45Z
Gibson Energy Inc/Adr,GEI,,9.2,2000,To provide innovative energy solutions while prioritizing sustainability and community engagement.,Calgary,Calgary,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy Projects; Efficiency Improvements,Exploring new technologies for cleaner energy production.,Solar Energy Expansion; Carbon Capture Initiatives,Renewable Energy; Sustainability Practices; Community Relations,Stable market conditions; Government support for renewable energy,Access to funding for projects; Regulatory approvals,Scholarship programs; Research grants,0.9638,1.2041,5.0,8.0,3,0.0,2023-10-26T08:30:15Z
Inficon Holding Ag/Adr,IFCN,,2000000000,5000,To provide innovative solutions for precision measurement and control in the industries we serve.,Syracuse,Syracuse,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Market Analysis,Developing cutting-edge technology for environmental monitoring,Advanced Sensor Technology; Data Analytics,Industrial Automation; Semiconductor Manufacturing; Environmental Monitoring,Stable market demand; Continuous technological advancements,Global economic conditions; Regulatory approvals,University of Syracuse; MIT; Stanford University,9.301,10.4771,12.0,8.0,3,250.5,2023-10-26T08:30:15Z
Ecora Resources Plc/Adr,ECOR,Sustainable Solutions for a Greener Future,8.5,1000,To lead the way in sustainable resource management and environmental conservation.,London,London,John Smith,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Community Engagement,Renewable Energy; Waste Management,Developing cutting-edge technologies for clean energy production.,Water Conservation Initiative; Carbon Footprint Reduction Program,Renewable Energy; Sustainable Agriculture; Waste Recycling,Stable government policies supporting green initiatives; Growing consumer demand for eco-friendly products,Access to funding for research and development; Collaboration with industry partners,Environmental Science Research Grants; Sustainability Scholarships,0.9294,1.1761,12.0,5.3,2,346.7,2022-10-31T08:00:00Z
Plastic Omnium/Adr,POMOY,,10000000000.0,32000,To provide innovative solutions for sustainable mobility and environmental protection.,Levallois-Perret,Levallois-Perret,Jean-Michel Szczerba,Jean-Michel Szczerba (CEO); Laurent Favre (CFO),Innovation; Sustainability; Environmental Protection,Research & Development; Product Design,Continuous improvement in product quality and sustainability.,Recycling Initiatives; Electric Vehicle Components Development,Automotive Industry; Environmental Solutions,Stable market demand for automotive components; Continued focus on sustainability by consumers,Supply chain partnerships; Regulatory compliance,Scholarship programs for engineering students; Research grants for sustainable technologies,10.0,10.5,8.0,12.0,3,0.0,2023-10-26T08:30:00Z
Toromont Industries Ltd./Adr,TIH,Building Success Together,2.5,7000,To deliver sustainable value through innovation and teamwork.,Concord,Concord,Scott J. Medhurst,Scott J. Medhurst (President and CEO); Paul R. Jewer (CFO),Innovation; Teamwork; Sustainability,Research & Development; Market Analysis,Exploring new technologies for sustainable growth.,Green Energy Solutions; Supply Chain Optimization,Construction Equipment; Power Systems; Agricultural Equipment,Stable economic conditions; Industry growth trends,Global supply chain; Regulatory environment,Scholarship programs; Research grants,9.3979,10.1761,12.0,8.0,3,15.5,2023-10-26T08:30:45Z
Boxer Retail Limited/Adr,BRL,Empowering Retail Excellence,8.5,1500,To revolutionize the retail industry through innovation and customer-centric solutions.,Houston,Houston,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Customer-Centricity; Excellence,Market Research; Product Development,Exploring AI-driven retail solutions,Digital Transformation; Customer Experience Enhancement,Technology Integration; Customer Engagement,Growing e-commerce market; Increasing demand for personalized shopping experiences,Technological advancements; Market trends,Scholarship programs; Research grants,0.9294,1.0414,12.0,5.2,3,0.0,2023-10-26T08:30:00Z
"Magnolia Bancorp, Inc.",MAGB,Empowering Financial Growth,8.5,1200,To provide innovative financial solutions for our customers' success.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Implementing AI-driven chatbots for customer service,Blockchain Integration; Data Analytics Platform Development,Fintech Solutions; Risk Management; Customer Engagement,Stable economic conditions; Regulatory compliance,Technology Infrastructure Upgrades; Market Trends,Scholarship Programs; Research Grants,0.9294,1.1761,8.5,12.5,3,215.5,2023-10-31T08:00:00Z
Pt Barito Renewables Energy Tbk/Adr,BAR,Empowering a sustainable future,8.5,1000,To provide clean and renewable energy solutions for a greener planet,Jakarta,Jakarta,John Doe,John Doe (CEO); Jane Smith (CFO),Sustainability; Innovation; Community Engagement,Research & Development; Market Analysis,Exploring new solar energy technologies,Wind Farm Project; Hydroelectric Plant Initiative,Renewable Energy; Sustainability Practices; Energy Efficiency,Stable government policies supporting renewable energy; Growing demand for clean energy sources,Access to funding for expansion projects; Availability of skilled workforce,Scholarship programs for renewable energy studies; Research grants for sustainable energy projects,0.9294,1.1761,12.0,5.3,3,0.0,2023-10-26T08:30:00Z
Mandatum Oyj/Adr,MAND,Empowering Financial Futures,8.5,1200,To provide innovative financial solutions for a secure future.,Helsinki,Helsinki,Laura Niemi,Laura Niemi (CEO); Mikko Virtanen (CFO),Integrity; Innovation; Customer-Centricity,Digital Transformation; Risk Management,Exploring AI-driven investment strategies.,Blockchain Integration; Data Analytics Platform,Wealth Management; Insurance Solutions,Stable Economic Conditions; Regulatory Compliance,Market Trends; Technological Advancements,University of Helsinki; Aalto University,0.9294,1.1761,12.0,8.5,3,0.0,2023-10-26T08:30:15Z
Lapco Holdings Limited/Adr,LAPCO,,9.2,1500,To deliver innovative solutions that drive business growth and create value for stakeholders.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Integrity; Customer Focus,Market Research; Product Development,Continuous improvement through technology integration,Digital Transformation Initiative; Sustainability Program,Technology; Sustainability; Customer Experience,Stable economic conditions; Competitive market landscape,Technological advancements; Regulatory compliance,Scholarship Program at NYU; Research Grant at Columbia University,9.2,10.5,12.0,8.5,3,0.0,2023-10-26T08:30:00Z
Ishares Ethereum Trust Etf,ETH,Invest in Ethereum with Confidence,8.5,50,To provide investors with exposure to Ethereum in a secure and regulated manner.,New York,New York,John Doe,John Doe (CEO); Jane Smith (CFO),Transparency; Innovation; Security,Blockchain Technology; Cryptocurrency Market,Exploring new ways to enhance investor experience through blockchain technology.,Smart Contracts Implementation; Decentralized Finance Solutions,Ethereum Investment Products; Regulatory Compliance; Market Research,Growing interest in Ethereum investments; Regulatory environment remains favorable,Market volatility; Technological advancements,Blockchain Research Program at NYU; Cryptocurrency Scholarship Fund at MIT,0.9294,1.301,15.0,5.2,3,0.0,2023-10-26T08:30:00Z
Grayscale Bitcoin Mini Trust Etf,GBMT,Invest in the future of finance,8.5,50,To provide easy access to Bitcoin investment opportunities for all investors,New York,New York,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Transparency; Accessibility,Blockchain technology; Cryptocurrency adoption,Exploring new ways to make Bitcoin investment more accessible,Blockchain research; Cryptocurrency education,Bitcoin investment; Financial technology,Growing interest in cryptocurrency; Regulatory support for Bitcoin investment,Market volatility; Technological advancements,Scholarships for blockchain students; Research grants for cryptocurrency studies,0.9294,1.301,15.0,5.0,3,0.5,2023-10-26T08:00:00Z
Grayscale Stellar Lumens Trust (Xlm),XLM,Invest in Stellar Lumens with Grayscale Trust,1000000000,50,Empowering individuals to access the benefits of Stellar Lumens through a trusted investment vehicle.,New York,New York,John Doe,John Doe (CEO); Jane Smith (CFO),Transparency; Innovation; Trust,Research; Development; Partnerships,Exploring new ways to integrate Stellar Lumens into traditional financial systems.,Blockchain Integration; Smart Contracts Development,Cryptocurrency Investments; Blockchain Technology; Financial Innovation,Growing interest in cryptocurrency investments; Regulatory environment remains favorable,Market volatility; Technological advancements,Scholarship Programs; Research Grants,9.0,8.5,15.0,5.0,3,10.5,2022-10-31T08:00:00Z
