company_name,stock_symbol,tagline,annual_revenue,employee_count,mission_statement,headquarters_location,city,known_point_of_contact,key_contacts,predicted_shared_values,early_stage_focus,project_ideation,existing_coe_projects,key_focus_areas,assumptions,dependencies,past_higher_ed_giving,annual_revenue_log,market_valuation_log,profit_margins,market_share,industry_ranking,distance,created_at
"Lument Finance Trust, Inc.",LFT,Empowering Financial Growth,8.5,500,To provide innovative financial solutions for sustainable growth.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Market Research; Product Development,Exploring new investment opportunities in emerging markets.,Sustainable Finance Initiative; Digital Transformation Program,Real Estate Investment; Asset Management; Risk Mitigation,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Fund at NYU; Research Grant at Columbia University,0.9294,1.1761,12.0,8.0,3,215.5,2023-10-31T08:00:00Z
Blink Charging Co.,BLNK,Leading the EV charging revolution,7.5,200,To accelerate the adoption of electric vehicles by providing accessible and reliable charging infrastructure.,Miami,Miami,Michael D. Farkas,Michael D. Farkas (Founder & CEO); Brendan S. Jones (President),Sustainability; Innovation; Accessibility,R&D; Market Expansion,Developing ultra-fast charging stations for electric vehicles.,Smart Grid Integration; Battery Swapping Technology,EV Charging Infrastructure; Renewable Energy Integration,Increasing EV adoption rates; Government support for clean energy initiatives,Technological advancements in battery technology; Regulatory approvals for charging station installations,STEM Education Programs; Clean Energy Research Grants,0.8751,1.2,5.0,3.5,8,0.0,2023-10-26T08:30:45Z
"Embassy Bancorp, Inc.",EMB,Empowering Financial Growth,8.5,500,To provide innovative financial solutions for our customers' success.,Bethlehem,Bethlehem,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services,Blockchain Integration; Data Analytics Platform Development,Fintech Solutions; Customer Relationship Management,Stable economic conditions; Regulatory compliance,Technology Infrastructure; Market Trends,Scholarship Programs; Research Grants,0.9294,1.0414,12.0,8.0,3,56.2,2023-10-26T08:30:00Z
Flaherty & Crumrine Preferred & Income Opportunity Fund Inc,FCP,Investing in preferred securities for income opportunities,8.5,50,To provide stable income and capital preservation through preferred securities investments,Los Angeles,Los Angeles,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Transparency; Excellence,Research; Analysis; Strategy,Exploring new opportunities in the preferred securities market,Income Generation Strategy; Risk Management Framework,Preferred Securities; Income Opportunities; Capital Preservation,Stable market conditions; Effective risk management practices,Market performance; Regulatory environment,Scholarship Programs; Research Grants,0.9294,1.1761,15.0,5.0,3,10.5,2023-10-26T08:30:00Z
"Castellum, Inc.",CSTL,Building a sustainable future,8.5,1200,To create innovative and sustainable real estate solutions for a better tomorrow,San Francisco,San Francisco,Alice Johnson,Alice Johnson (CEO); Michael Lee (CFO),Sustainability; Innovation; Community Engagement,Green Building Technologies; Smart Cities,Exploring new sustainable construction materials,Renewable Energy Integration; Waste Reduction Strategies,Sustainable Real Estate Development; Urban Planning Solutions,Increasing demand for eco-friendly buildings; Government support for sustainable initiatives,Availability of green technology suppliers; Market acceptance of sustainable practices,Green Building Research Center at University X; Sustainability Scholarship Program at College Y,0.9294,1.1761,12.0,5.3,4,0.0,2023-10-26T08:30:00Z
"Affinity Bancshares, Inc.",ABCI,"Building Relationships, Delivering Results",8.5,1200,Empowering communities through financial services and support.,Dallas,Dallas,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking solutions.,Blockchain Integration; Risk Management Optimization,Community Engagement; Technology Innovation,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Scholarship Programs; Research Grants,0.9294,1.0414,12.0,8.5,3,120.5,2023-10-26T08:30:45Z
"Csb Bancorp, Inc.",CSB,Empowering Financial Growth,8.5,1000,To provide innovative financial solutions for our customers' success.,Columbus,Columbus,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Implementing AI-driven chatbots for customer service,Blockchain Integration; Data Analytics Platform Development,Fintech Solutions; Risk Management; Customer Engagement,Stable economic conditions; Regulatory compliance,Technology infrastructure upgrades; Market trends,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,8.0,3,10.5,2022-10-31T08:00:00Z
Inseego Corp.,INSG,Empowering the Mobile Workforce,250000000.0,1000,To connect people and businesses with innovative mobile solutions.,San Diego,San Diego,Dan Mondor,Dan Mondor (CEO); Ashish Sharma (President),Innovation; Customer-centricity; Agility,5G Technology; IoT Solutions,Developing cutting-edge mobile technologies for the future.,Smart City Solutions; Connected Car Platforms,Telecommunications; Internet of Things; Mobile Computing,Growing demand for 5G services; Increasing adoption of IoT devices,Regulatory approvals for new technologies; Market acceptance of innovative solutions,STEM Education Programs; Scholarship Funds,8.3979,9.0,0.05,0.03,7,0.0,2023-10-26T08:30:00Z
Nuveen Select Maturities Municipal Fund,,,0,0,,Chicago,Chicago,,,,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,2023-10-26T08:30:45Z
Bragg Gaming Group Inc.,TBD,Empowering the Future of Gaming,1000000000,500,To revolutionize the gaming industry through innovation and excellence.,Toronto,Toronto,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Excellence; Customer Satisfaction,Market Research; Product Development,Exploring new technologies for online gaming platforms.,AI Integration; Blockchain Implementation,Mobile Gaming; E-Sports; Regulatory Compliance,Stable market growth; Competitive landscape,Technological advancements; Regulatory changes,Scholarship Programs; Research Grants,9.0,9.5,15.0,12.0,3,0.0,2023-10-26T08:00:00Z
"Kandi Technologies Group, Inc.",KNDI,Innovating the Future of Transportation,8.5,1000,To revolutionize the automotive industry through sustainable and affordable electric vehicles.,Jinhua,Jinhua,Xiaoming Hu,Xiaoming Hu (CEO); Wei Chen (CFO),Innovation; Sustainability; Affordability,Electric Vehicles; Battery Technology,Developing a new line of affordable electric cars for urban commuters.,Smart City Integration; Battery Swapping Stations,Electric Vehicles; Battery Technology; Smart Transportation,Growing demand for electric vehicles; Government support for clean energy initiatives,Battery suppliers; Regulatory approvals,STEM Scholarships; Research Grants,0.9294,1.1761,0.0453,0.012,7,780.5,2023-10-26T08:30:45Z
"Magyar Bancorp, Inc.",MBCP,Empowering Financial Growth,8.5,250,To provide innovative financial solutions for our community's prosperity.,New Brunswick,New Brunswick,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services,Blockchain Integration; Data Analytics Optimization,Retail Banking; Mortgage Lending; Investment Services,Stable economic conditions; Regulatory compliance,Technological infrastructure upgrades; Market trends,Scholarship Programs; Financial Literacy Initiatives,0.9294,1.699,12.0,5.3,8,30.5,2023-10-26T08:30:45Z
"Sound Financial Bancorp, Inc.",SFB,Empowering Financial Growth,8.5,500,To provide sound financial solutions for our community's growth and prosperity.,Seattle,Seattle,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized financial services,Blockchain Integration; Data Analytics Optimization,Financial Inclusion; Risk Management; Sustainable Growth,Stable Economic Conditions; Regulatory Compliance,Technological Infrastructure; Market Trends,Scholarship Programs; Financial Literacy Initiatives,0.9294,1.1761,12.0,8.5,3,2.5,2023-10-31T08:00:00Z
"One Group Hospitality, Inc.",STOCK_SYMBOL,TAGLINE,ANNUAL_REVENUE,EMPLOYEE_COUNT,MISSION_STATEMENT,Headquarters Location,City,Known Point of Contact,Name (Designation),Value 1; Value 2,Focus Area 1; Focus Area 2,Project Ideation,Project 1; Project 2,Focus Area 1; Focus Area 2,Assumption 1; Assumption 2,Dependency 1; Dependency 2,Institution 1; Institution 2,,,,,,0.0,CURRENT_UTC_TIME
Enb Financial Corp,ENB,Empowering Financial Growth,8.5,500,To provide innovative financial solutions for sustainable growth,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Customer Focus,Fintech Solutions; Digital Transformation,Exploring AI-driven investment tools,Blockchain Integration; Data Analytics Platform,Wealth Management; Risk Assessment; Customer Experience,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,8.5,3,5.7,2023-10-26T08:30:00Z
"Champions Oncology, Inc.",CSBR,Advancing Personalized Oncology Solutions,25000000,300,To improve patient outcomes through the development and use of personalized oncology solutions.,Hackensack,Hackensack,Joel Ackerman,Joel Ackerman (CEO); David Sidransky (Chairman),Innovation; Precision Medicine; Patient-Centricity,Biomarker Discovery; Drug Development,Developing novel oncology therapies based on patient-specific data.,Precision Medicine Initiative; Biomarker Profiling Study,Personalized Medicine; Oncology Research; Drug Efficacy Testing,Increasing demand for personalized oncology solutions; Growing investment in precision medicine,Regulatory approvals; Collaboration with pharmaceutical companies,Oncology Research Grants; Scholarship Programs,7.3979,8.699,12.0,5.0,3,6.5,2022-01-20T08:00:00Z
Quicklogic Corp,QUIK,Enabling AI at the Edge,log₁₀ $50 million,200,To enable AI at the edge with our innovative solutions,Sunnyvale,Sunnyvale,Brian Faith,Brian Faith (CEO); Sue Cheung (CFO),Innovation; Efficiency; Customer Satisfaction,AI Acceleration; Sensor Processing; Low Power Solutions,Developing cutting-edge AI solutions for edge devices,AI Accelerators; Sensor Hubs; eFPGA,AI at the Edge; Low Power Solutions; Sensor Processing,Growing demand for edge AI solutions; Technological advancements in AI,Market acceptance of edge AI technologies; Competitive landscape,STEM Education Programs; Research Grants,7.699,8.4771,12.0,3.5,8,0.0,2023-10-26T08:30:00Z
Ucore Rare Metals Inc.,UCORE,Leading the way in rare metals,8.5,150,To provide sustainable rare metal solutions for a greener future,Halifax,Halifax,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Sustainability; Excellence,Research; Development; Exploration,Exploring new rare metal extraction techniques,Rare Earth Elements Extraction; Sustainable Mining Practices,Green Technology; Resource Efficiency; Environmental Impact,Stable rare metal prices; Access to mining sites,Government regulations; Market demand,Scholarship programs; Research grants,0.9294,1.6989,12.0,5.3,2,0.0,2023-10-26T08:30:15Z
"Corbus Pharmaceuticals Holdings, Inc.",CRBP,"Innovating Therapies for Rare, Chronic Diseases",7.5,200,"To develop innovative therapies to improve the lives of patients with rare, chronic diseases.",Norwood,Norwood,Yuval Cohen,Yuval Cohen (CEO); Sean Moran (CFO),Innovation; Patient-Centricity; Integrity,Drug Discovery; Clinical Trials,Developing novel therapies for unmet medical needs,Rare Disease Treatment; Precision Medicine,Rare Diseases; Chronic Inflammation,Strong R&D capabilities; Regulatory approvals,Clinical trial outcomes; Market demand,Medical Research Grants; Scholarship Programs,0.8751,1.699,8.0,2.5,15,10.5,2023-10-26T08:30:45Z
Gabelli Global Utility & Income Trust,GGU,Investing in global utility and income opportunities,25000000,20,To provide investors with a high level of current income and total return through investments in the utility and infrastructure sectors globally.,Rye,Rye,Barbara G. Marcin,Mario J. Gabelli (Founder and CEO); Barbara G. Marcin (Portfolio Manager),Sustainability; Income Generation; Global Diversification,Renewable Energy; Infrastructure Development,Exploring opportunities in emerging markets for utility investments.,Smart Grid Implementation; Water Management Solutions,Utility Stocks; Infrastructure Bonds; Renewable Energy Projects,Stable economic conditions; Favorable regulatory environment,Market performance; Interest rate fluctuations,Scholarship programs; Research grants,7.3979,8.699,12.0,2.5,8,25.5,2022-01-20T08:30:00Z
Tudor Gold Corp.,,,10000000,50,To explore and develop mineral properties in a socially and environmentally responsible manner.,Vancouver,Vancouver,,John Smith (CEO); Emily Johnson (CFO),Sustainability; Innovation; Integrity,Exploration; Resource Assessment,Developing new mining projects with high potential returns.,Gold Mine Expansion; Silver Exploration Project,Mineral Exploration; Resource Development; Community Engagement,Stable commodity prices; Access to necessary permits,Market demand for precious metals; Economic conditions,Donations to Geology Departments; Scholarship Funds for Mining Engineering Students,7.0,8.0,0.15,0.05,8,250.5,2022-01-20T08:00:00Z
"Intellicheck, Inc.",IDN,Empowering the Future of Identity Verification,75000000,200,To provide cutting-edge identity verification solutions for a safer world.,Melville,Melville,Michael McDonald,Michael McDonald (CEO); Bill White (CFO),Innovation; Security; Efficiency,Biometric Verification; Fraud Prevention,Exploring AI-driven identity authentication solutions.,Mobile ID Verification; Retail Fraud Prevention,Identity Verification; Security Solutions,Increasing demand for secure online transactions; Regulatory support for identity verification technologies,Technological advancements in biometrics; Market acceptance of digital IDs,STEM Scholarships; Cybersecurity Research Grants,7.8751,8.5,12.0,5.2,3,0.0,2023-10-26T08:30:15Z
"Purple Innovation, Inc.",PRPL,Sleep better on Purple,8.5,1500,To help people feel better through innovative comfort solutions.,Alpine,Alpine,Joe Megibow,Joe Megibow (CEO); Terry Pearce (CFO),Innovation; Comfort; Quality,Product Development; Market Research,Continuous innovation in sleep technology,Sleep Science Research; Product Design Enhancement,Sleep Technology; Comfort Solutions; Innovative Materials,Growing demand for quality sleep products; Competitive pricing strategy,Supply chain efficiency; Consumer feedback,Sleep Research Grants; Innovation Scholarships,0.9294,1.1761,5.0,8.0,3,25.0,2022-01-20T08:00:00Z
Fonar Corp,FONR,Innovating MRI Technology,100000000.0,500,To revolutionize medical imaging through advanced MRI technology.,Melville,Melville,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Product Testing,Exploring AI integration in MRI technology,Enhanced Imaging Algorithms; Patient Comfort Solutions,Medical Imaging; Healthcare Technology,Stable market demand for MRI technology; Continuous technological advancements,Regulatory approvals; Industry partnerships,Medical Research Grants; Scholarship Programs,8.0,9.5,12.5,15.0,3,30.5,2023-10-26T08:30:45Z
Bogota Financial Corp.,BFC,Empowering Financial Growth,8.5,1000,To provide innovative financial solutions for sustainable growth,Bogota,Bogota,John Doe,John Doe (CEO); Jane Smith (CFO),Integrity; Innovation; Customer Focus,Fintech Solutions; Digital Transformation,Exploring AI-driven investment tools,Blockchain Integration; Risk Management Automation,Wealth Management; Risk Assessment; Customer Experience,Stable economic conditions; Regulatory compliance,Market trends; Technological advancements,Scholarship Programs; Financial Literacy Initiatives,0.9294,1.1761,12.0,8.5,3,0.0,2023-10-26T08:30:15Z
"Mastech Digital, Inc.",Unknown,Unknown,8.5,1500,Unknown,Unknown,Unknown,Unknown,Unknown (Unknown),,,Unknown,,,,,,0.9294,0.0,0.0,0.0,0,0.0,2023-10-26T08:45:00Z
"Cbak Energy Technology, Inc.",CBAT,Powering the Future,8.5,500,To revolutionize energy storage solutions for a sustainable future.,Dalian,Dalian,Simon Lin,Simon Lin (CEO); Xiangqian Li (CFO),Innovation; Sustainability; Quality,Research & Development; Market Analysis,Developing cutting-edge battery technology for electric vehicles.,Next-gen Lithium-ion Batteries; Energy Storage Systems,Clean Energy; Electric Vehicles; Renewable Energy,Growing demand for energy storage solutions; Technological advancements in battery technology,Government regulations on clean energy; Market trends in electric vehicles,"University of California, Berkeley; Stanford University",0.9294,1.0414,12.0,5.0,3,7000.0,2022-10-31T08:00:00Z
"Lake Shore Bancorp, Inc. /Md/",LSBI,,1000000000,500,To provide exceptional financial services to our community while maintaining the highest level of integrity and customer satisfaction.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Customer Satisfaction; Community Focus,Digital Transformation; Customer Experience Enhancement,Exploring new digital banking solutions for improved customer engagement.,Mobile Banking App Upgrade; Data Analytics Implementation,Customer Service; Innovation; Risk Management,Stable economic conditions; Regulatory compliance,Technology vendors; Market trends,Local university scholarships; Financial literacy programs,9.0,8.5,12.0,5.0,3,10.5,2022-10-31T08:00:00Z
Intest Corp,INTT,Innovative Testing Solutions,75000000,500,To provide cutting-edge testing solutions for various industries.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Customer Satisfaction,Research & Development; Market Analysis,Continuous improvement in testing technologies,Automated Testing Systems; Quality Control Solutions,Electronics; Automotive; Aerospace,Stable market demand; Technological advancements,Supplier relationships; Regulatory compliance,STEM Scholarships; Research Grants,7.8751,8.5,12.0,5.0,3,10.5,2022-10-31T08:00:00Z
"Xtant Medical Holdings, Inc.",XTNT,Innovating Medical Solutions,7.5,300,To improve patient outcomes through innovative medical technologies.,Belgrade,Belgrade,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Quality; Patient Care,Research & Development; Market Analysis,Developing advanced surgical implants for orthopedic procedures.,Spinal Fusion Devices; Orthobiologics,Orthopedic Surgery; Medical Devices; Regenerative Medicine,Growing demand for minimally invasive surgical solutions,FDA approvals; Clinical Trials,Medical Research Grants; Scholarship Programs,0.8751,1.301,8.0,5.0,3,0.0,2023-10-26T08:30:45Z
Nobility Homes Inc,NOBH,"Building Homes, Building Dreams",7.5,300,"To provide high-quality, affordable housing solutions for families across the nation.",Ocala,Ocala,John Smith,John Smith (CEO); Emily Johnson (CFO),Quality; Affordability; Innovation,Market Research; Product Development,Exploring modular housing solutions for urban areas.,Sustainable Materials Research; Energy Efficiency Initiatives,Affordable Housing; Sustainability; Innovation,Stable housing market; Economic growth,Supply chain logistics; Regulatory approvals,Local Community College Scholarship Fund; STEM Education Grants,0.8751,1.25,0.045,0.012,7,10.5,2023-10-20T08:30:00Z
"Skyline Bankshares, Inc.",SKYB,Building a Better Financial Future,8.5,1200,Empowering communities through innovative financial solutions.,New York,New York,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Innovation; Community Engagement,Digital Transformation; Customer Experience Enhancement,Exploring AI-driven personalized banking services.,Blockchain Integration; Data Analytics Platform Development,Sustainable Growth Strategies; Risk Management,Stable Economic Conditions; Regulatory Compliance,Technological Infrastructure Upgrades; Market Trends,Scholarship Programs; Research Grants,0.9294,1.1761,12.0,8.5,3,215.5,2023-10-31T08:00:00Z
Veru Inc.,VERU,Innovative Healthcare Solutions,8.5,300,To improve the lives of patients through groundbreaking medical advancements.,Miami,Miami,Dr. Mitchell Steiner,Dr. Mitchell Steiner (CEO); Lucy Lu (CFO),Innovation; Quality; Patient-Centric,Oncology; Women's Health,Developing novel therapies for unmet medical needs.,Prostate Cancer Treatment; Female Contraception,Research & Development; Clinical Trials; Regulatory Compliance,Strong market demand for innovative healthcare solutions,FDA approvals; Investor funding,Medical Research Grants; Scholarship Programs,0.9294,1.1761,12.0,5.3,7,120.5,2023-10-31T08:00:00Z
Apyx Medical Corp,APYX,Innovating Medical Solutions,8.5,300,To improve patient outcomes and quality of life through innovative medical technologies.,Clearwater,Clearwater,John Doe,John Doe (CEO); Jane Smith (CFO),Innovation; Quality; Patient-Centric,Research; Development; Testing,Continuous improvement of medical devices for better patient outcomes.,Surgical Robotics; Minimally Invasive Procedures,Medical Technology; Healthcare Innovation; Patient Care,Growing demand for advanced medical solutions; Competitive market landscape,Regulatory approvals; Market acceptance,Medical Research Grants; Scholarship Programs,0.9294,1.6989,12.0,5.3,7,10.5,2023-10-26T08:30:45Z
Jushi Holdings Inc.,JUSH,Building a Brighter Future,1000000000,500,To provide high-quality cannabis products for a healthier and happier world.,Boca Raton,Boca Raton,Jim Cacioppo,Jim Cacioppo (CEO); Ernie Nunez (CFO),Innovation; Sustainability; Community Engagement,Research & Development; Market Analysis,Exploring new cannabis delivery methods,CBD-infused beverages; Medical cannabis research,Product Development; Regulatory Compliance; Market Expansion,Growing demand for cannabis products; Favorable regulatory environment,Supply chain partnerships; Government approvals,Scholarship programs; Research grants,9.0,8.5,12.0,5.0,3,110.5,2022-10-31T08:00:00Z
Virnetx Holding Corp,VHC,Securing the Future,1000000000,500,To provide secure communication solutions for a connected world.,Zurich,Zurich,John Smith,John Smith (CEO); Emily Johnson (CFO),Innovation; Security; Quality,Research & Development; Product Innovation,Exploring new encryption technologies for data protection.,Secure Communication Platform; Data Encryption Solutions,Cybersecurity; Data Privacy; Network Security,Growing demand for secure communication solutions; Increasing cybersecurity threats,Technological advancements; Regulatory compliance,Scholarship programs; Research grants,9.0,8.5,12.0,5.0,3,0.0,2022-10-31T08:00:00Z
Synchronoss Technologies Inc,SNCR,Innovating for a Connected World,8.2,3000,Empowering digital transformation through innovative technology solutions,Bridgewater,Bridgewater,Glenn Lurie,Glenn Lurie (CEO); David Clark (CFO),Innovation; Customer-centricity; Collaboration,Cloud Services; IoT Solutions,Driving seamless connectivity through cutting-edge technology,Digital Transformation Initiative; Data Security Enhancement,Digital Transformation; Cloud Computing; Mobile Solutions,Stable market demand for digital solutions; Continued technological advancements,Partnerships with telecom providers; Regulatory compliance,STEM Education Grants; Technology Research Endowments,0.9138,1.1461,0.0453,0.012,7,0.0,2023-10-26T08:30:45Z
United Bancorp Inc /Oh/,UBCP,,1000000000,500,To provide innovative financial solutions for our customers' success.,Columbus,Columbus,John Smith,John Smith (CEO); Emily Johnson (CFO),Integrity; Customer Focus; Innovation,Market Research; Product Development,Exploring new digital banking solutions,Mobile Banking App Enhancement; Customer Relationship Management System Upgrade,Customer Experience; Technology Integration; Risk Management,Stable economic conditions; Regulatory compliance,Technology vendors; Market trends,Local Community College Scholarship Fund; STEM Education Grant Program,9.0,8.5,0.08,0.05,3,10.5,2023-10-31T08:00:00Z
